CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_gb9259_output_09_gm,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902103,CARROLL ACADEMY,REGULAR INSTRUCTIONAL,,423 W GULFBANK,HOUSTON,TX,77037-2901,423 W GULFBANK,HOUSTON,TX,77037-2901,(281) 878-0340,(281) 581-9527,cgomez2@aldine.k12.tx.us,www.aldine.K12.tx.us,CHRISTINA GOMEZ   ,'KG-04,1069,Active, ,2015-03-14T05:35:12,24,USCGeocoder,1,47,8eb8bdb6-d0ef-4324-94fd-3174b28cd55b,4.01,,29.8887951026,-95.4045037487,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,97.0414201183,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,5864.92932535,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902104,REECE ACADEMY,REGULAR INSTRUCTIONAL,,2223 ESTHER ST,HOUSTON,TX,77088-5838,2223 ESTHER ST,HOUSTON,TX,77088-5838,(281) 878-0800,(281) 878-0808,sbatro@aldine.k12.tx.us,www.aldine.K12.tx.us,SHERRIE BATRO   ,'PK-KG,685,Active,1995-07-01,2015-03-14T05:35:12,25,USCGeocoder,1,16,34a5dc72-62cb-457c-aa03-068db585dafe,4.01,,29.8742897176,-95.4428457908,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.0828402367,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,3194.64015012,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902105,FRANCIS EL,REGULAR INSTRUCTIONAL,,14815 LEE RD,HOUSTON,TX,77032-4405,14815 LEE RD,HOUSTON,TX,77032-4405,(281) 985-6500,(281) 985-6504,dstelly@aldine.k12.tx.us,www.aldine.K12.tx.us,DANA STELLY   ,'KG-04,789,Active, ,2015-03-14T05:35:12,26,USCGeocoder,1,47,c448ed1e-d96e-44b1-b95d-d6bd9fc6dc62,4.01,,29.9339223421,-95.3046271569,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,40770.0979111,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902106,GOODMAN EL,REGULAR INSTRUCTIONAL,,9325 DEER TRL DR,HOUSTON,TX,77088-1999,9325 DEER TRL DR,HOUSTON,TX,77088-1999,(281) 878-0355,(281) 878-0330,cdchester@aldine.k12.tx.us,www.aldine.K12.tx.us,CAMELIA D CHESTER   ,'KG-04,822,Active, ,2015-03-14T05:35:12,27,USCGeocoder,1,31,97a55e11-16be-49b2-87eb-177e8c7578c5,4.01,,29.8969480074,-95.4237891169,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,39453.1106291,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902107,CARTER ACADEMY,REGULAR INSTRUCTIONAL,,3111 FALLBROOK DR,HOUSTON,TX,77038-1905,3111 FALLBROOK DR,HOUSTON,TX,77038-1905,(281) 878-7760,(281) 878-7767,lwold@aldine.k12.tx.us,www.aldine.k12.tx.us,LEE WOLD   ,'KG-04,958,Active,1976-08-04,2015-03-14T05:35:12,28,USCGeocoder,1,16,e6547198-7e9e-4dc7-9865-1718a766cf4b,4.01,,29.919268793,-95.4678651284,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1912.96194205,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902108,LANE SCHOOL,REGULAR INSTRUCTIONAL,,2001 ALDINE BENDER RD,HOUSTON,TX,77032,2001 ALDINE BENDER RD,HOUSTON,TX,77032,(281) 985-6350,(281) 985-6358,rhunter-moss@aldine.k12.tx.us,www.aldine.K12.tx.us,REGINA HUNTER-MOSS   ,'EE-12,135,Active, ,2015-03-14T05:35:12,29,USCGeocoder,1,16,f38df4cd-4eed-4e44-a036-0c8bc81ee829,4.01,,29.9314563546,-95.3555354862,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,2005.78194387,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902109,MENDEL EL,REGULAR INSTRUCTIONAL,,3735 TOPPING ST,HOUSTON,TX,77093-5817,3735 TOPPING ST,HOUSTON,TX,77093-5817,(713) 694-8002,(713) 696-4155,kncox@aldine.k12.tx.us,www.aldine.k12.tx.us,D'ANN DELGADO   ,'KG-04,369,Active, ,2015-03-14T05:35:12,30,USCGeocoder,1,47,6e9e44b5-64d9-403a-bdb1-dc1f1f8215b0,4.01,,29.8571379189,-95.330140918,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,825.214233719,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902110,WORSHAM EL,REGULAR INSTRUCTIONAL,,3007 HARTWICK RD,HOUSTON,TX,77093-1219,3007 HARTWICK RD,HOUSTON,TX,77093-1219,(281) 985-6520,(281) 985-6524,dmeister@aldine.k12.tx.us,www.aldine.k12.tx.us/schools/worsham.html,DENISE A MEISTER   ,'KG-04,944,Active, ,2015-03-14T05:35:12,31,USCGeocoder,1,47,63a3a218-4ea8-4ea1-9d27-1a0b21074175,4.01,,29.8854065656,-95.3409823,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,19791.1876035,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902111,OLESON EL,REGULAR INSTRUCTIONAL,,12345 VICKERY ST,HOUSTON,TX,77039-3699,12345 VICKERY ST,HOUSTON,TX,77039-3699,(281) 985-6530,(281) 985-6143,gmunoz@aldine.k12.tx.us,www.aldine.k12.tx.us,GUADALUPE MUNOZ   ,'KG-04,1016,Active, ,2015-03-14T05:35:12,32,USCGeocoder,1,16,a97796db-6539-456b-88cd-4b4146ae4702,4.01,,29.9051631969,-95.3236079851,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,100,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,7232.17430255,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902112,ORANGE GROVE EL,REGULAR INSTRUCTIONAL,,4514 MOUNT HOUSTON RD,HOUSTON,TX,77093-1440,4514 MOUNT HOUSTON RD,HOUSTON,TX,77093-1440,(281) 985-6540,(281) 985-6544,bmmorrow@aldine.k12.tx.us,www.aldine.k12.tx.us,KATHLEEN COX   ,'KG-04,934,Active, ,2015-03-14T05:35:12,33,USCGeocoder,1,16,eaa0c978-aa83-491c-90b0-7c87ce7eb3e0,4.01,,29.8898135454,-95.326414174,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,40985.0546885,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902113,RAYMOND ACADEMY,REGULAR INSTRUCTIONAL,,1605 CONNORVALE RD,HOUSTON,TX,77039-3014,1605 CONNORVALE RD,HOUSTON,TX,77039-3014,(281) 985-6550,(281) 985-6555,jscott2@aldine.k12.tx.us,www.aldine.k12.tx.us,JESSICA M SCOTT   ,'KG-04,1024,Active, ,2015-03-14T05:35:12,34,USCGeocoder,1,0,5008ab1b-138e-4915-9a47-6bd4699c4749,4.01,,29.9101763827,-95.3609334302,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,37501.0044746,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902114,SMITH ACADEMY,REGULAR INSTRUCTIONAL,,5815 W LITTLE YORK RD,HOUSTON,TX,77091-1199,5815 W LITTLE YORK RD,HOUSTON,TX,77091-1199,(713) 613-7650,(713) 613-7653,vwhite@aldine.k12.tx.us,www.aldine.k12.tx.us,VERONICA WHITE   ,'KG-04,622,Active, ,2015-03-14T05:35:12,35,USCGeocoder,1,16,7873762f-feec-43ed-843f-311265a8a543,4.01,,29.8626044505,-95.4770398809,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,94.201183432,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,72030.7832544,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902115,ODOM EL,REGULAR INSTRUCTIONAL,,14701 HENRY RD,HOUSTON,TX,77060-5625,14701 HENRY RD,HOUSTON,TX,77060-5625,(281) 878-0390,(281) 878-0397,sperry@aldine.k12.tx.us,www.aldine.k12.tx.us,SUSAN PERRY   ,'KG-04,912,Active, ,2015-03-14T05:35:12,36,USCGeocoder,1,31,1cfe77bb-d5dc-4c65-bfa8-145376ea4331,4.01,,29.9138842768,-95.3837352162,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,41658.6456885,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902116,JOHNSON EL,REGULAR INSTRUCTIONAL,,5801 HAMILL RD,HOUSTON,TX,77039-4049,5801 HAMILL RD,HOUSTON,TX,77039-4049,(281) 985-6510,(281) 985-6494,mdoran@aldine.k12.tx.us,www.aldine.k12.tx.us,MARGARET DORAN   ,'KG-04,969,Active, ,2015-03-14T05:35:12,37,USCGeocoder,1,16,16c77ba4-081a-4c8f-82d1-2e0e33223d81,4.01,,29.9072199242,-95.3045290342,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,40599.4739139,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902117,THOMPSON EL,REGULAR INSTRUCTIONAL,,220 CASA GRANDE DR,HOUSTON,TX,77060-4899,220 CASA GRANDE DR,HOUSTON,TX,77060-4899,(281) 878-0333,(281) 878-0339,smcclain@aldine.k12.tx.us,www.aldine.k12.tx.us,JANIE RUIZ   ,'KG-04,868,Active, ,2015-03-14T05:35:12,38,USCGeocoder,1,16,db754b5b-88c2-4410-be2c-38ae58ae8f8d,4.01,,29.9221037351,-95.4016821608,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,28731.3993109,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902118,SAMMONS EL,REGULAR INSTRUCTIONAL,,2301 FRICK RD,HOUSTON,TX,77038-1701,2301 FRICK RD,HOUSTON,TX,77038-1701,(281) 878-0955,(281) 591-8546,jalmenda@aldine.k12.tx.us,www.aldine.k12.tx.us,JOSE ALMENDAREZ   ,'KG-04,830,Active, ,2015-03-14T05:35:12,39,USCGeocoder,1,31,14fe90ad-4e65-4ce2-9c7c-fa6ead0c3273,4.01,,29.9220607851,-95.4503996601,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,32197.7638712,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902119,STEPHENS EL,REGULAR INSTRUCTIONAL,,2402 ALDINE MAIL ROUTE RD,HOUSTON,TX,77039-5510,2402 ALDINE MAIL ROUTE RD,HOUSTON,TX,77039-5510,(281) 985-6560,(281) 985-6564,rstubblefield@aldine.k12.tx.us,www.aldine.k12.tx.us,RAYMOND STUBBLEFIELD   ,'KG-04,1019,Active, ,2015-03-14T05:35:12,40,USCGeocoder,1,16,024cf8cc-0425-46c9-812a-0baaac941fc0,4.01,,29.9023234816,-95.3437810243,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,94.0828402367,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,9157.42985551,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902120,MAGRILL EL,REGULAR INSTRUCTIONAL,,21701 RAYFORD RD,HUMBLE,TX,77338-1026,21701 RAYFORD RD,HUMBLE,TX,77338-1026,(281) 233-4300,(281) 233-4303,rwilliams@aldine.k12.tx.us,www.aldine.k12.tx.us,AMARYLLIS DENISE BUTLER   ,'KG-04,1189,Active, ,2015-03-14T05:35:12,41,USCGeocoder,1,31,ae0eb0c0-9b54-4e2e-a598-04f6d15415a3,4.01,,30.0239370303,-95.3607189437,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,113927.543677,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902121,ERMEL EL,REGULAR INSTRUCTIONAL,,7103 WOODSMAN TRL,HOUSTON,TX,77040-1839,7103 WOODSMAN TRL,HOUSTON,TX,77040-1839,(713) 466-5220,(713) 856-4256,ejtaylor@aldine.k12.tx.us,www.aldine.k12.tx.us,EVERETTE J TAYLOR   ,'KG-04,748,Active, ,2015-03-14T05:35:12,42,USCGeocoder,1,31,fcb7beae-87cd-455f-b696-4f55fe37c0e9,4.01,,29.8851784426,-95.4967974866,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,31423.4010819,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902122,CARMICHAEL EL,REGULAR INSTRUCTIONAL,,6902 SILVER STAR DR,HOUSTON,TX,77086-2134,6902 SILVER STAR DR,HOUSTON,TX,77086-2134,(281) 878-0345,(281) 878-0379,mstogsdill@aldine.k12.tx.us,www.aldine.k12.tx.us,MONICA M STOGSDILL   ,'KG-04,969,Active, ,2015-03-14T05:35:12,43,USCGeocoder,1,31,81d8ceb2-8e39-4e53-aef9-a9f8cfd76e7a,4.01,,29.9287779256,-95.4879908328,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,ExactParcelCentroidPoint,FeatureClassBased,,,0,,ReturnAll,38460.4509174,Meters,2,Parcel
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902123,CONLEY ELEMENTARY,REGULAR INSTRUCTIONAL,,3345 W GREENS RD,HOUSTON,TX,77066-4920,3345 W GREENS RD,HOUSTON,TX,77066-4920,(281) 537-5418,(281) 895-5005,kroede@aldine.k12.tx.us,www.aldine.k12.tx.us,LADON WARD   ,'KG-04,872,Active, ,2015-03-14T05:35:12,44,USCGeocoder,1,31,fd0e46d9-0bef-44d5-9f50-a053d61d27de,4.01,,29.947485743,-95.4698946608,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,98.9940828402,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,1794.07630259,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902124,DUNN EL,REGULAR INSTRUCTIONAL,,2003 W W THORNE DR,HOUSTON,TX,77073-3301,2003 W W THORNE DR,HOUSTON,TX,77073-3301,(281) 233-4320,(281) 233-4328,tsanchez@aldine.k12.tx.us,www.aldine.k12.tx.us,TERRIE L SANCHEZ   ,'KG-04,1099,Active, ,2015-03-14T05:35:12,45,USCGeocoder,1,31,d7acd157-1f74-4524-8072-a69bcf6c08a6,4.01,,30.0007896507,-95.3970106044,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,92.0118343195,AddressRangeInterpolation,FeatureClassBased,,,0,,ReturnAll,15487.9757896,Meters,3,StreetSegmentInterpolation
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902125,GRAY EL,REGULAR INSTRUCTIONAL,,700 W RD,HOUSTON,TX,77038-2506,700 W RD,HOUSTON,TX,77038-2506,(281) 878-0660,(281) 878-0664,lwooley@aldine.k12.tx.us,www.aldine.k12.tx.us,SCOTT DUBBERKE   ,'KG-04,982,Active,1987-07-01,2015-03-14T05:35:12,46,USCGeocoder,1,31,022d5d87-671f-4278-af30-d3afb6be067f,4.01,,29.916294,-95.431648,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
'101,HARRIS COUNTY,'04,'101902,ALDINE ISD,INDEPENDENT,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,14910 ALDINE WESTFIELD RD,HOUSTON,TX,77032-3099,(281) 449-1011,(281) 449-4911,wbamberg@aldine.k12.tx.us,www.aldine.k12.tx.us/,DR WANDA BAMBERG   ,69716,'101902126,BLACK EL,REGULAR INSTRUCTIONAL,,160 MILLSTREAM,HOUSTON,TX,77060-4199,160 MILLSTREAM,HOUSTON,TX,77060-4199,(281) 878-0350,(281) 878-0389,lagarcia@aldine.k12.tx.us,www.aldine.k12.tx.us,ASH KIRK   ,'KG-04,881,Active,1987-07-01,2015-03-14T05:35:12,47,USCGeocoder,1,47,4e1f9ac3-b6a2-43e7-9374-9e1084775c6a,4.01,,29.93,-95.404483,Exact,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,USPSZip,100,Manual,FeatureClassBased,,,0,,ReturnAll,0,Meters,9,AddressZIPCentroid
