CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-25_winterbryan_output_16_bw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905086,TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,REGULAR INSTRUCTIONAL,,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,5301 CAMPUS DR,FORT WORTH,TX,76119, , ,web@fwisd.org,,    ,'09-12,0,Under Construction,2015-02-09,2015-03-14T05:35:24,25,USCGeocoder,266,1,4.01,,86dc99c6-8fba-418a-843a-fd7817fd7dd1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,591647.981504,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.6683085618,-97.2892279661,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905101,ALICE CARLSON APPLIED LRN CTR,ALTERNATIVE INSTRUCTIONAL,,3320 W CANTEY ST,FORT WORTH,TX,76109-3091,3320 W CANTEY ST,FORT WORTH,TX,76109-3091,(817) 815-5700,(817) 815-5750,jeannie.robinson@FWISD.ORG,www.fortworthisd.org,MS JEANNIE ROBINSON   ,'EE-05,395,Active,1992-03-07,2015-03-14T05:35:24,26,USCGeocoder,31,1,4.01,,ac7157ae-8e4a-4dca-8ef6-98b06cd52e3a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,28873.9812665,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7125898751,-97.3645866516,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905103,BENBROOK EL,REGULAR INSTRUCTIONAL,,800 MERCEDES ST,FORT WORTH,TX,76126-2594,800 MERCEDES ST,FORT WORTH,TX,76126-2594,(817) 815-6400,(817) 815-6450,WEB@FWISD.ORG,www.fortworthisd.org,SHELLY MAYER   ,'EE-05,584,Active, ,2015-03-14T05:35:24,27,USCGeocoder,47,1,4.01,,b0b539d0-24b5-41b9-9aaa-cdd24941a190,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,38580.9342556,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.678276815,-97.4558439155,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905104,BOULEVARD HEIGHTS,ALTERNATIVE INSTRUCTIONAL,,5100 EL CAMPO,FORT WORTH,TX,76107-2994,5100 EL CAMPO,FORT WORTH,TX,76107-2994,(817) 814-6400,(817) 814-6450,WEB@FWISD.ORG,www.fortworthisd.org,MR PAUL KAUFMAN   ,'EE-12,46,Active, ,2015-03-14T05:35:24,28,USCGeocoder,47,1,4.01,,c2847e0d-1650-423b-aa90-6a82582c2e5c,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8861.32229913,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7373420721,-97.3960504319,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905105,WEST HANDLEY EL,REGULAR INSTRUCTIONAL,,2749 PUTNAM,FORT WORTH,TX,76112-3091,2749 PUTNAM,FORT WORTH,TX,76112-3091,(817) 815-5100,(817) 815-5150,WEB@FWISD.ORG,WWW.fwisd.org,BRENDA WHITLOCK   ,'EE-05,609,Active,1994-08-01,2015-03-14T05:35:24,29,USCGeocoder,31,1,4.01,,cf1658bb-896b-49c0-a252-e4a4be7e6858,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,20337.8729227,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7400618151,-97.2270434634,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905107,BURTON HILL EL,REGULAR INSTRUCTIONAL,,519 BURTON HILL RD,FORT WORTH,TX,76114-4242,519 BURTON HILL RD,FORT WORTH,TX,76107-4242,(817) 815-1400,(817) 815-1450,WEB@FWISD.ORG,www.fortworthisd.org,MS TAMARA DUGAN   ,'EE-05,554,Active, ,2015-03-14T05:35:24,30,USCGeocoder,78,1,4.01,,6c5a4f63-b91f-4aca-a944-20ea990b9bb5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1726.67241987,LinearInterpolationAddressRange,StreetSegment,88.3431952663,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7532336507,-97.4080166788,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905110,CARROLL PEAK EL,REGULAR INSTRUCTIONAL,,1201 E JEFFERSON AVE,FORT WORTH,TX,76104-5775,1201 E JEFFERSON AVE,FORT WORTH,TX,76104-5775,(817) 814-0700,(817) 814-0750,WEB@FWISD.ORG,www.fortworthisd.org,MS LEAR LINTON   ,'EE-05,610,Active, ,2015-03-14T05:35:24,31,USCGeocoder,31,1,4.01,,22d0c92c-aa01-4eb4-9a80-5c0596c3a4e0,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,18340.4512612,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.72487235,-97.3110861624,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905111,CARTER PARK EL,REGULAR INSTRUCTIONAL,,1204 E BROADUS AVE,FORT WORTH,TX,76115-2823,1204 E BROADUS AVE,FORT WORTH,TX,76115-2823,(817) 815-8600,(817) 815-8650,WEB@FWISD.ORG,www.fortworthisd.org,NKOSI GEARY-SMITH   ,'EE-05,602,Active, ,2015-03-14T05:35:24,32,USCGeocoder,63,1,4.01,,c415fcbd-99bd-4dc7-8894-66986ac37244,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3808.98988331,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6834990019,-97.3129504342,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905114,MANUEL JARA EL,REGULAR INSTRUCTIONAL,,2100 LINCOLN AVE,FORT WORTH,TX,76164-8036,2100 LINCOLN AVE,FORT WORTH,TX,76164-8036,(817) 814-4500,(817) 814-4550,WEB@FWISD.ORG,www.fortworthisd.org,MS MARTA PLATA   ,'01-05,687,Active, ,2015-03-14T05:35:24,33,USCGeocoder,94,1,4.01,,0187da8f-3bde-4790-b206-b1c6b899cb91,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4002.38370008,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7828647483,-97.3589827712,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905115,GEORGE CLARKE EL,REGULAR INSTRUCTIONAL,,3300 S HENDERSON ST,FORT WORTH,TX,76110-6799,3300 S HENDERSON ST,FORT WORTH,TX,76110-6799,(817) 814-6100,(817) 814-6150,WEB@FWISD.ORG,www.fortworthisd.org,MR NICK TORRES   ,'EE-05,471,Active, ,2015-03-14T05:35:24,34,USCGeocoder,16,1,4.01,,c0d1db88-f481-484a-bf86-523abfa27342,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16447.4579263,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.702094149,-97.3385169227,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905116,LILY B CLAYTON EL,REGULAR INSTRUCTIONAL,,2000 PARK PL AVE,FORT WORTH,TX,76110-1299,2000 PARK PL AVE,FORT WORTH,TX,76110-1299,(817) 814-5400,(817) 814-5450,WEB@FWISD.ORG,www.fortworthisd.org,STEPHANIE HUGHES   ,'EE-05,550,Active, ,2015-03-14T05:35:24,35,USCGeocoder,47,1,4.01,,ae325f71-696f-48ce-8f33-86419e477a23,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,4930.99844748,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7271940618,-97.3481557239,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905117,COMO EL,REGULAR INSTRUCTIONAL,,4000 HORNE ST,FORT WORTH,TX,76107-6915,4000 HORNE ST,FORT WORTH,TX,76107-6915,(817) 815-6500,(817) 815-6550,WEB@FWISD.ORG,www.fortworthisd.org,MS CASSANDRA MORRIS-SURLES   ,'EE-05,485,Active, ,2015-03-14T05:35:24,36,USCGeocoder,31,1,4.01,,a8f7a43e-5edd-4f5b-addd-bb1d037cce58,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13100.3780426,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7212106003,-97.4090062418,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905118,HAZEL HARVEY PEACE EL,REGULAR INSTRUCTIONAL,,7421 TRAIL LAKE DR,FORT WORTH,TX,76133,7421 TRAIL LAKE DR,FORT WORTH,TX,76133,(817) 814-8800,(817) 814-8850,web@FWISD.ORG,,CASSANDRA GARDNER   ,'EE-05,586,Active,2010-08-23,2015-03-14T05:35:24,37,USCGeocoder,94,1,4.01,,22afee96-4cab-4a5e-9730-9885e1bcfe6f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.633468,-97.398345,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905119,DAGGETT EL,REGULAR INSTRUCTIONAL,,958 PAGE AVE,FORT WORTH,TX,76110-2627,958 PAGE AVE,FORT WORTH,TX,76110-2627,(817) 814-5500,(817) 814-5550,WEB@FWISD.ORG,www.fortworthisd.org,MS MELISSA GREEN   ,'EE-05,792,Active, ,2015-03-14T05:35:24,38,USCGeocoder,141,1,4.01,,dec46734-ebe0-4015-bfe1-98f134dbbf33,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2040.65260519,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7166783456,-97.3343956674,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905120,RUFINO MENDOZA SR EL,REGULAR INSTRUCTIONAL,,1412 DENVER AVE,FORT WORTH,TX,76164-9098,1412 DENVER AVE,FORT WORTH,TX,76164-9098,(817) 814-4700,(817) 814-4750,WEB@FWISD.ORG,www.fortworthisd.org,MS BLANCA GALINDO   ,'01-05,504,Active, ,2015-03-14T05:35:24,39,USCGeocoder,16,1,4.01,,db1a71be-9f2a-44d7-a546-acebafc5cef1,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,15947.9780905,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.774072504,-97.3542744327,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905121,DE ZAVALA EL,REGULAR INSTRUCTIONAL,,1419 COLLEGE AVE,FORT WORTH,TX,76104-4596,1419 COLLEGE AVE,FORT WORTH,TX,76104-4596,(817) 814-5600,(817) 814-5650,WEB@FWISD.ORG,www.fortworthisd.org,HECTOR MARTINEZ   ,'EE-05,359,Active, ,2015-03-14T05:35:24,40,USCGeocoder,47,1,4.01,,9810449f-ab2e-4010-b434-a7e9a0890903,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,12488.7703994,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7283641922,-97.334629586,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905122,DIAMOND HILL EL,REGULAR INSTRUCTIONAL,,2000 DEWEY ST,FORT WORTH,TX,76106-6399,2000 DEWEY ST,FORT WORTH,TX,76106-6399,(817) 815-0400,(817) 815-0450,WEB@FWISD.ORG,www.fortworthisd.org,MARLYN MARTINEZ   ,'EE-05,599,Active, ,2015-03-14T05:35:24,41,USCGeocoder,78,1,4.01,,5f73456f-af86-4e3f-bd73-b40c7ed70636,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2484.98655,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7985287912,-97.3312777689,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905123,S S DILLOW EL,REGULAR INSTRUCTIONAL,,4000 AVE N,FORT WORTH,TX,76105-3536,4000 AVE N,FORT WORTH,TX,76105-3536,(817) 814-0400,(817) 814-0450,WEB@FWISD.ORG,www.fortworthisd.org,MS ERICA MOODY   ,'EE-05,625,Active, ,2015-03-14T05:35:24,42,USCGeocoder,94,1,4.01,,59450f68-a04a-4b4c-8d0d-2686d484bf83,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,32.633468,-97.398345,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905124,MAUDE I LOGAN EL,REGULAR INSTRUCTIONAL,,2300 DILLARD ST,FORT WORTH,TX,76105-3898,2300 DILLARD ST,FORT WORTH,TX,76105-3898,(817) 815-3700,(817) 815-3750,WEB@FWISD.ORG,www.fortworthisd.org,MS FELICIA MOODY   ,'EE-05,457,Active, ,2015-03-14T05:35:24,43,USCGeocoder,31,1,4.01,,a41db89b-86d9-4a4c-ab25-7d84a7de6108,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,29479.1540711,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7226820057,-97.2438631324,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905125,EASTERN HILLS EL,REGULAR INSTRUCTIONAL,,5917 SHELTON ST,FORT WORTH,TX,76112-3998,5917 SHELTON ST,FORT WORTH,TX,76112-3998,(817) 815-4500,(817) 815-4550,WEB@FWISD.ORG,www.fortworthisd.org,MS PAULA DOUGLAS   ,'EE-05,644,Active, ,2015-03-14T05:35:24,44,USCGeocoder,31,1,4.01,,a69b0f3d-df1d-4c5d-ad25-df913154ab83,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,198106.19782,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7482364566,-97.2309992945,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905126,EAST HANDLEY EL,REGULAR INSTRUCTIONAL,,2617 MIMS ST,FORT WORTH,TX,76112-5713,2617 MIMS ST,FORT WORTH,TX,76112-5713,(817) 815-4400,(817) 815-4450,WEB@FWISD.ORG,www.fortworthisd.org,MS ALLEIA HOBBS   ,'EE-05,501,Active, ,2015-03-14T05:35:25,45,USCGeocoder,31,1,4.01,,77e7020b-3dee-41be-920e-7ab4003fbf8a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,42277.0047502,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.741168902,-97.2068291688,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905127,CHRISTENE C MOSS EL,REGULAR INSTRUCTIONAL,,4108 EASTLAND ST,FORT WORTH,TX,76119-2998,4108 EASTLAND ST,FORT WORTH,TX,76119-2998,(817) 815-3600,(817) 815-3650,WEB@FWISD.ORG,www.fortworthisd.org,MS SERETHA WALKER   ,'EE-05,436,Active, ,2015-03-14T05:35:25,46,USCGeocoder,31,1,4.01,,7ee21495-f127-4024-bcda-f2bed3e61e4f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,22441.5314244,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.7070099929,-97.2651232384,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905129,JOHN T WHITE EL,REGULAR INSTRUCTIONAL,,7300 JOHN T WHITE RD,FORT WORTH,TX,76120,7300 JOHN T WHITE RD,FORT WORTH,TX,76120,(817) 814-7900,(817) 814-7950,web@fwisd.org,WWW.fwisd.org,JOANN DICKERSON   ,'EE-05,761,Active,2011-08-22,2015-03-14T05:35:25,47,USCGeocoder,47,1,4.01,,2c1c16ec-04b2-43ab-8bb3-a4570f246822,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8228.49052322,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7655297706,-97.1983357903,Exact
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905130,HARLEAN BEAL EL,REGULAR INSTRUCTIONAL,,5615 FOREST HILL DR,FORT WORTH,TX,76119-6797,5615 FOREST HILL DR,FORT WORTH,TX,76119-6797,(817) 531-6460,(817) 531-7738,WEB@FWISD.ORG,www.fortworthisd.org,MS ALFREIDA COLVIN   ,'EE-05,531,Active, ,2015-03-14T05:35:25,48,USCGeocoder,31,1,4.01,,493ff33c-dc77-4b36-9302-d79900331f68,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16538.9446437,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.6770251651,-97.2749313216,Relaxed
'220,TARRANT COUNTY,'11,'220905,FORT WORTH ISD,INDEPENDENT,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,100 N UNIVERSITY DR,FORT WORTH,TX,76107-3010,(817) 814-2000,(817) 814-2112,web@FWISD.ORG,www.fwisd.org,DR PATRICIA LINARES   ,85975,'220905131,ROSEMONT PARK EL,REGULAR INSTRUCTIONAL,,1401 W SEMINARY DR,FORT WORTH,TX,76115,1401 W SEMINARY DR,FORT WORTH,TX,76115,(817) 815-5200,(817) 815-5250,WEB@FWISD.ORG,WWW.fwisd.org,AILEEN MARTINA   ,'EE-05,621,Active,2011-08-22,2015-03-14T05:35:25,49,USCGeocoder,109,1,4.01,,0a237dda-410a-43fe-b4a9-57713c8b7a65,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,35256.8709318,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,32.6862852403,-97.3056016401,Relaxed
