CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_nicolecobler_output_03_nc,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901001,A & M CONS H S,REGULAR INSTRUCTIONAL,,1801 HARVEY MITCHELL PKWY S,COLLEGE STATION,TX,77840-5198,1801 HARVEY MITCHELL PKWY S,COLLEGE STATION,TX,77840-5198,(979) 764-5500,(979) 693-0212,gelder@csisd.org,amchs.csisd.org,MRS GWEN ELDER   ,'09-12,1747,Active, ,2015-03-14T05:35:01,25,USCGeocoder,0,1,4.01,,47dc3fd3-5f7b-4fed-b099-a8e39f3cc1c4,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,144471.163252,ArealInterpolationGeometricCentroid,Parcel,96.0355029586,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5926366618,-96.3177684184,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901002,CENTER FOR ALTERNATIVE LEARNING,ALTERNATIVE INSTRUCTIONAL,,105 TIMBER ST,COLLEGE STATION,TX,77840-3157,105 TIMBER ST,COLLEGE STATION,TX,77840-3157,(979) 764-5540,(979) 764-5564,mfmartinez@csisd.org,timber.csisd.org,MRS MARGIE MARTINEZ   ,'09-12,66,Active,1993-07-01,2015-03-14T05:35:01,26,USCGeocoder,31,1,4.01,,f35b74e4-1671-41c2-8f4c-be3eb7d281fe,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,11714.7386396,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6118427424,-96.3309667593,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901003,COLLEGE STATION H S,REGULAR INSTRUCTIONAL,,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 694-5800,(979) 764-5425,mmartindale@csisd.org,cshs.csisd.org,MR MIKE MARTINDALE   ,'09-12,1612,Active,2012-08-27,2015-03-14T05:35:01,27,USCGeocoder,31,1,4.01,,caf04b6a-1f01-4f1b-9456-b9e020e6204a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14126.5669534,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5927535217,-96.3216378486,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901015,COLLEGE STATION JJAEP,JJAEP INSTRUCTIONAL,,1812 WELSH,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5415,(979) 764-5425,chester@csisd.org,,    ,'05-12,0,Active,2002-06-21,2015-03-14T05:35:01,28,USCGeocoder,16,1,4.01,,0d77923a-9feb-4dec-a045-b14f558677b3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,14126.5669534,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5927535217,-96.3216378486,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901041,COLLEGE STATION MIDDLE,REGULAR INSTRUCTIONAL,,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,900 ROCK PRAIRIE RD,COLLEGE STATION,TX,77845-8353,(979) 764-5545,(979) 764-5557,ohadnot@csisd.org,csms.csisd.org,MR OLIVER HADNOT   ,'07-08,866,Active, ,2015-03-14T05:35:01,29,USCGeocoder,16,1,4.01,,22ced8c7-da79-4d4b-8645-3ce94bf2b5b8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,100217.96914,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5761891831,-96.299525371,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901042,A & M CONSOLIDATED MIDDLE,REGULAR INSTRUCTIONAL,,105 HOLIK DR,COLLEGE STATION,TX,77840,105 HOLIK DR,COLLEGE STATION,TX,77840,(979) 764-5575,(979) 764-5577,ndixon@csisd.org,amcms.csisd.org,MR NKRUMAH DIXON   ,'07-08,903,Active,2000-03-07,2015-03-14T05:35:01,30,USCGeocoder,16,1,4.01,,d72f47a3-a330-4ac7-8d95-b95fa60cec86,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72337.2013816,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.6125499277,-96.3269960805,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901101,SOUTH KNOLL EL,REGULAR INSTRUCTIONAL,,1220 BOSWELL ST,COLLEGE STATION,TX,77840-4398,1220 BOSWELL ST,COLLEGE STATION,TX,77840-4398,(979) 764-5580,(979) 764-5485,lrichter@csisd.org,sk.csisd.org,MS LAURA RICHTER   ,'EE-04,648,Active, ,2015-03-14T05:35:01,31,USCGeocoder,16,1,4.01,,95411e71-a48a-494f-a565-83f2635c9efd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,47790.6319466,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.6000238747,-96.3172472298,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901102,COLLEGE HILLS EL,REGULAR INSTRUCTIONAL,,1101 WILLIAMS ST,COLLEGE STATION,TX,77840-2599,1101 WILLIAMS ST,COLLEGE STATION,TX,77840-2599,(979) 764-5565,(979) 764-5497,jhatfield@csisd.org,ch.csisd.org,MR JOSH HATFIELD   ,'EE-04,755,Active, ,2015-03-14T05:35:01,32,USCGeocoder,78,1,4.01,,539c039a-7e06-459e-bcbc-156b2c356db6,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9368.05910467,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6274516772,-96.3216561461,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901104,SOUTHWOOD VALLEY EL,REGULAR INSTRUCTIONAL,,2700 BROTHERS BLVD,COLLEGE STATION,TX,77845-5330,2700 BROTHERS BLVD,COLLEGE STATION,TX,77845-5330,(979) 764-5590,(979) 764-5488,khamilton@csisd.org,swv.csisd.org,MRS KRISTIANA HAMILTON   ,'EE-04,680,Active, ,2015-03-14T05:35:01,33,USCGeocoder,16,1,4.01,,434509dc-77fe-44e8-a913-1894e1e7e4db,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,45252.6260345,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5895473377,-96.3016012574,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901105,ROCK PRAIRIE EL,REGULAR INSTRUCTIONAL,,3400 WELSH AVE,COLLEGE STATION,TX,77845-7900,3400 WELSH AVE,COLLEGE STATION,TX,77845-7900,(979) 764-5570,(979) 764-5486,rjones@csisd.org,rp.csisd.org,MRS ROBYN JONES   ,'EE-04,730,Active,1989-11-01,2015-03-14T05:35:01,34,USCGeocoder,0,1,4.01,,00d9a413-2f82-48fc-905f-05dee75e7fcc,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,40525.5631235,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5763535325,-96.3054014549,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901107,PEBBLE CREEK EL,REGULAR INSTRUCTIONAL,,200 PARKVIEW DR,COLLEGE STATION,TX,77845-8956,200 PARKVIEW DR,COLLEGE STATION,TX,77845-8956,(979) 764-5595,(979) 764-5478,aroraback@csisd.org,pc.csisd.org,MRS ANNETTE RORABACK   ,'EE-04,560,Active,1995-01-01,2015-03-14T05:35:01,35,USCGeocoder,31,1,4.01,,5ba28acc-f767-483b-8c1d-cdc3ec9da901,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,60005.5418009,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5587541497,-96.2490239759,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901108,FOREST RIDGE,REGULAR INSTRUCTIONAL,,1950 GREENS PRAIRIE RD W,COLLEGE STATION,TX,77845,1950 GREENS PRAIRIE RD W,COLLEGE STATION,TX,77845,(979) 694-5801,(979) 694-5805,tkatt@csisd.org,fr.csisd.org,MRS TERRESA KATT   ,'EE-04,657,Active,2005-09-08,2015-03-14T05:35:01,36,USCGeocoder,47,1,4.01,,8ef813cf-30c1-4965-8d20-252ce4de4f40,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,69386.0407357,ArealInterpolationGeometricCentroid,Parcel,96.0355029586,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.5509108864,-96.2689352054,Relaxed
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901109,CREEK VIEW EL,REGULAR INSTRUCTIONAL,,1001 EAGLE AVE,COLLEGE STATION,TX,77845,1001 EAGLE AVE,COLLEGE STATION,TX,77845,(979) 694-5890,(979) 694-5893,jdurand@cisd.org,cv.csisd.org,MR JEFF DURAND   ,'EE-04,706,Active,2009-08-24,2015-03-14T05:35:01,37,USCGeocoder,94,1,4.01,,10e0e566-063f-48de-b543-b94fbda148fb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.568432,-96.289783,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901110,GREENS PRAIRIE EL,REGULAR INSTRUCTIONAL,,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,TX,77845,4315 GREENS PRAIRIE TRAIL,COLLEGE STATION,TX,77845,(979) 694-5870,(979) 694-5871,dbairrington@csisd.org,gp.csisd.org,MRS DONNA BAIRRINGTON   ,'EE-04,780,Active,2011-08-22,2015-03-14T05:35:01,38,USCGeocoder,31,1,4.01,,006b9642-138a-46d3-b172-65251c5bb541,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.521456,-96.292473,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901111,SPRING CREEK EL,REGULAR INSTRUCTIONAL,,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,2450 BREWSTER DR,COLLEGE STATION,TX,77845,(979) 764-5455,(979) 764-5535,shickman@csisd.org,,MRS STORMY HICKMAN   ,'EE-04,0,Under Construction,2014-06-30,2015-03-14T05:35:01,39,USCGeocoder,31,1,4.01,,5dbca1de-4cba-4c46-9585-cefe5b6d0284,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.536917,-96.301326,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901201,OAKWOOD INT,REGULAR INSTRUCTIONAL,,106 HOLIK DR,COLLEGE STATION,TX,77845,106 HOLIK DR,COLLEGE STATION,TX,77845,(979) 764-5530,(979) 764-5533,jmann@csisd.org,ow.csisd.org,MR JEFF MANN   ,'05-06,933,Active,1999-01-01,2015-03-14T05:35:01,40,USCGeocoder,31,1,4.01,,b00b579a-fb2a-4b1c-b22a-7a474823cae9,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.611831,-96.329103,Exact
'021,BRAZOS COUNTY,'06,'021901,COLLEGE STATION ISD,INDEPENDENT,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,1812 WELSH AVE,COLLEGE STATION,TX,77840-4851,(979) 764-5400,(979) 764-5492,cglenewinkel@csisd.org,www.csisd.org,DR CLARK EALY   ,12534,'021901202,CYPRESS GROVE INT,REGULAR INSTRUCTIONAL,,900 GRAHAM RD,COLLEGE STATION,TX,77845,900 GRAHAM RD,COLLEGE STATION,TX,77845,(979) 694-5600,(979) 694-5604,kdeegear@csisd.org,cg.csisd.org,MRS KELLIE DEEGEAR   ,'05-06,891,Active,1999-02-25,2015-03-14T05:35:01,41,USCGeocoder,0,1,4.01,,02c57790-8bc3-4c40-ad08-37810f3a4dcd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,70163.1183698,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.570721762,-96.2923833604,Relaxed
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902001,TRAVIS B BRYAN H S,REGULAR INSTRUCTIONAL,,3450 CAMPUS DR,BRYAN,TX,77802-3396,3450 CAMPUS DR,BRYAN,TX,77802-3396,(979) 209-2400,(979) 209-2402,lane.buban@bryanisd.org,bryanhs.bryanisd.org/,MR LANE BUBAN   ,'09-12,2001,Active, ,2015-03-14T05:35:01,42,USCGeocoder,16,1,4.01,,23cb21a5-0a80-4f19-9d9f-1d7c9fa8c023,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14208.9525881,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6555778889,-96.3337611448,Exact
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902002,JAMES EARL RUDDER H S,REGULAR INSTRUCTIONAL,,3251 AUSTIN'S COLONY PKWY,BRYAN,TX,77808,3251 AUSTIN'S COLONY PKWY,BRYAN,TX,77808,(979) 209-7900,(979) 209-7901,hugh.piatt@bryanisd.org,rudderhs.bryanisd.org/,MR HUGH PIATT   ,'09-12,1559,Active,2008-08-19,2015-03-14T05:35:01,43,USCGeocoder,94,1,4.01,,1a32c6a3-ae73-4674-9efd-f0ebb6eea1bb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.687814,-96.34266,Exact
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902003,BRYAN COLLEGIATE H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,1901 VILLA MARIA,BRYAN,TX,77802,1901 VILLA MARIA,BRYAN,TX,77802,(979) 209-2793,(979) 209-2791,christina.richardson@bryanisd.org,bcollegiate.bryanisd.org/,MS CHRISTINA RICHARDSON   ,'09-12,367,Active,2007-06-22,2015-03-14T05:35:01,44,USCGeocoder,31,1,4.01,,877afa7a-bb80-4e8d-9990-f635c90a8116,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,57514.9858341,ArealInterpolationGeometricCentroid,Parcel,89.349112426,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.6519431472,-96.3467833274,Relaxed
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902012,DISCIPLINARY ALTERNATIVE EDUCATIONAL PROGAM (DAEP),DAEP INSTRUCTIONAL,,1901 E VILLA MARIA,BRYAN,TX,77802,1901 E VILLA MARIA,BRYAN,TX,77802,(979) 209-2760,(979) 209-2754,rebecca.stringer@bryanisd.org,www.bryanisd.org/,MRS REBECCA STRINGER   ,'06-12,69,Active,1998-05-12,2015-03-14T05:35:01,45,USCGeocoder,0,1,4.01,,99faee76-0d79-432c-a6fb-425c3e4dd971,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,57514.9858341,ArealInterpolationGeometricCentroid,Parcel,93.4911242604,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.6519431472,-96.3467833274,Relaxed
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902014,BRAZOS CO JUVENILE DETENTION CENTER,ALTERNATIVE INSTRUCTIONAL,,1904 W SH 21,BRYAN,TX,77803,1904 W SH 21,BRYAN,TX,77803,(979) 209-2760,(979) 209-2754,leroy.morales@bryanisd.org,,MRS REBECCA STRINGER   ,'04-12,24,Active, ,2015-03-14T05:35:01,46,USCGeocoder,141,1,4.01,,295a80f9-e17b-410d-8283-2daac93ed031,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4444.73964732,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6749549847,-96.3940887629,Exact
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902015,BRAZOS COUNTY JJAEP,JJAEP INSTRUCTIONAL,,1904 W SH 21,BRYAN,TX,77803,1904 W SH 21,BRYAN,TX,77803,(979) 823-3544 ext:285 ,(979) 822-6071,olivia@co.brazos.tx.us,,MRS OLIVIA BODY   ,'06-12,9,Active,2001-08-01,2015-03-14T05:35:01,47,USCGeocoder,63,1,4.01,,b05a3a3c-1293-4d53-a342-7255d9abb39b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4444.73964732,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6749549847,-96.3940887629,Exact
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902017,THE MARY CATHERINE HARRIS SCHOOL-SCHOOL OF CHOICE,ALTERNATIVE INSTRUCTIONAL,,1307 MEMORIAL DR,BRYAN,TX,77802,1307 MEMORIAL DR,BRYAN,TX,77802,(979) 209-2811,(979) 209-2813,rebecca.stringer@bryanisd.org,mcharris.bryanisd.org/,MRS REBECCA STRINGER   ,'06-12,279,Active,2007-05-04,2015-03-14T05:35:01,48,USCGeocoder,16,1,4.01,,cd35917f-f9f9-4dcc-a792-433582b926cb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6697.65862055,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.6507813725,-96.3452401666,Exact
'021,BRAZOS COUNTY,'06,'021902,BRYAN ISD,INDEPENDENT,101 N TEXAS AVE,BRYAN,TX,77803-5398,101 N TEXAS AVE,BRYAN,TX,77803-5398,(979) 209-1000,(979) 209-1050,thomas.wallis@bryanisd.org,www.bryanisd.org,DR THOMAS A WALLIS   ,15984,'021902041,STEPHEN F AUSTIN,REGULAR INSTRUCTIONAL,,801 S ENNIS ST,BRYAN,TX,77803-5098,801 S ENNIS ST,BRYAN,TX,77803-5098,(979) 209-6700,(979) 209-6741,brandon.jayroe@bryanisd.org,sfaustin.bryanisd.org/,DR BRANDON JAYROE   ,'06-08,866,Active,1987-07-01,2015-03-14T05:35:01,49,USCGeocoder,31,1,4.01,,514cffcf-e9b7-4155-b45e-c4e39c4cdd97,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,70515.4660432,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.6619526759,-96.3675279006,Relaxed
