CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_te3556_output_04_te,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907006,COUNTY RESIDENTIAL CENTER,ALTERNATIVE INSTRUCTIONAL,,4700 COMMUNITY DR,MCKINNEY,TX,75071-3211,4700 COMMUNITY DR,MCKINNEY,TX,75071-3211,(972) 547-5400,(972) 547-5409,cmorton@mckinneyisd.net,,CYNTHIA MORTON   ,'04-12,90,Active,37127.0,2015-03-14T05:35:03,26,USCGeocoder,16,1,4.01,,6c20b69e-f13a-4098-ad1a-dd963d808763,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7429.13878121,LinearInterpolationAddressRange,StreetSegment,94.0828402367,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2491452128,-96.6352807011,Relaxed
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907007,MCKINNEY BOYD H S,REGULAR INSTRUCTIONAL,,600 LK FOREST DR,MCKINNEY,TX,75070-3211,600 LK FOREST DR,MCKINNEY,TX,75070-3211,(469) 302-3400,(469) 302-3400,jpeirson@mckinneyisd.net,,JENNIFER PEIRSON   ,'09-12,2881,Active,38958.0,2015-03-14T05:35:03,27,USCGeocoder,78,1,4.01,,012214a8-e362-4388-aada-b5c5171965c7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.20363,-96.680377,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907041,FAUBION MIDDLE,REGULAR INSTRUCTIONAL,,2000 ROLLINS ST,MCKINNEY,TX,75069-3299,2000 ROLLINS ST,MCKINNEY,TX,75069-3299,(469) 302-6900,(469) 302-6901,pturner@mckinneyisd.net,,PATSY TURNER   ,'06-08,976,Active, ,2015-03-14T05:35:03,28,USCGeocoder,31,1,4.01,,f7633aac-699a-4575-bc6b-9fd9c385b638,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.211978,-96.633022,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907043,DOWELL MIDDLE,REGULAR INSTRUCTIONAL,,301 S E RDG RD,MCKINNEY,TX,75070-4811,301 S E RDG RD,MCKINNEY,TX,75070-4811,(469) 302-6700,(469) 302-6701,aarbabi@mckinneyisd.net,,ALAN ARBABI   ,'06-08,1092,Active,34700.0,2015-03-14T05:35:03,29,USCGeocoder,47,1,4.01,,9912a346-29f6-4f90-a6ad-50b2e919c322,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.196879,-96.696321,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907044,SCOTT MORGAN JOHNSON MIDDLE,REGULAR INSTRUCTIONAL,,3400 COMMUNITY DR,MCKINNEY,TX,75070.0,3400 COMMUNITY DR,MCKINNEY,TX,75070.0,(469) 302-4900,(469) 302-4901,mcurry@mckinneyisd.net,,DAVID CURRY   ,'06-08,876,Active,36614.0,2015-03-14T05:35:03,30,USCGeocoder,16,1,4.01,,f9114d9a-523e-43da-a5ca-e7b51c2eb7a2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,667.870708759,LinearInterpolationAddressRange,StreetSegment,90.0887573964,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2293454645,-96.640483197,Relaxed
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907045,LEONARD EVANS JR MIDDLE,REGULAR INSTRUCTIONAL,,6998 W ELDORADO PKWY,MCKINNEY,TX,75070.0,6998 W ELDORADO PKWY,MCKINNEY,TX,75070.0,(469) 302-7100,(469) 302-7101,tyoung@mckinneyisd.net,,TODD YOUNG   ,'06-08,1443,Active,38134.0,2015-03-14T05:35:03,31,USCGeocoder,31,1,4.01,,37c6f78a-f337-4712-b09a-f225f2e8c55c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.175724,-96.707843,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907046,DR JACK COCKRILL MIDDLE,REGULAR INSTRUCTIONAL,,1351 N HARDIN RD,MCKINNEY,TX,75071.0,1351 N HARDIN RD,MCKINNEY,TX,75071.0,(469) 302-7900,(469) 302-7901,aepperson@mckinneyisd.net,,DR AMBER EPPERSON   ,'06-08,1349,Active,39693.0,2015-03-14T05:35:03,32,USCGeocoder,78,1,4.01,,603146c5-74aa-4e3b-9173-38a7cd973b63,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.215138,-96.66684,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907102,FINCH EL,REGULAR INSTRUCTIONAL,,1205 S TENNESSEE ST,MCKINNEY,TX,75069-6709,1205 S TENNESSEE ST,MCKINNEY,TX,75069-6709,(469) 302-5600,(469) 302-5601,bhoffman@mckinneyisd.net,,BECKI HOFFMAN   ,'KG-05,426,Active, ,2015-03-14T05:35:03,33,USCGeocoder,16,1,4.01,,0ff7657e-765f-41e5-9c91-495937f2553b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3604.14357843,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1854969284,-96.6168735052,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907104,WEBB EL,REGULAR INSTRUCTIONAL,,810 E LOUISIANA ST,MCKINNEY,TX,75069-5819,810 E LOUISIANA ST,MCKINNEY,TX,75069-5819,(469) 302-6000,(469) 302-6001,kluthi@mckinneyisd.net,,KYLE LUTHI   ,'KG-05,400,Active, ,2015-03-14T05:35:03,34,USCGeocoder,31,1,4.01,,eacc5de9-99da-446a-b8de-26e2eff85020,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8435.18466113,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1972000575,-96.6074484771,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907105,BURKS EL,REGULAR INSTRUCTIONAL,,1801 HILL ST,MCKINNEY,TX,75069-3631,1801 HILL ST,MCKINNEY,TX,75069-3631,(469) 302-6200,(469) 302-6201,pbendorf@mckinneyisd.net,,PAM BENDORF   ,'KG-05,539,Active, ,2015-03-14T05:35:03,35,USCGeocoder,31,1,4.01,,493bacd8-5a88-47bb-8411-14b71ef368ca,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6320.41727417,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2018624996,-96.6295270882,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907107,CALDWELL EL,REGULAR INSTRUCTIONAL,,601 W LOUISIANA ST,MCKINNEY,TX,75069-4527,601 W LOUISIANA ST,MCKINNEY,TX,75069-4527,(469) 302-5500,(469) 302-5501,chclark@mckinneyisd.net,,CHRISTOPHER CLARK   ,'KG-05,537,Active, ,2015-03-14T05:35:03,36,USCGeocoder,31,1,4.01,,209f00f9-a152-49e3-a477-1a6edd56caa1,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3387.12652594,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1971605856,-96.6226688736,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907108,VALLEY CREEK EL,REGULAR INSTRUCTIONAL,,2800 VLY CREEK TRL,MCKINNEY,TX,75070-4375,2800 VLY CREEK TRL,MCKINNEY,TX,75070-4375,(469) 302-4800,(469) 302-4801,mrichards@mckinneyisd.net,,MEGAN RICHARDS   ,'KG-05,505,Active,33420.0,2015-03-14T05:35:03,37,USCGeocoder,47,1,4.01,,b41ff8c1-71cd-4e83-97fe-9886f1c3c611,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3723.36891959,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1736351351,-96.6538920308,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907109,GLEN OAKS EL,REGULAR INSTRUCTIONAL,,6100 GLEN OAKS DR,MCKINNEY,TX,75070-5542,6100 GLEN OAKS DR,MCKINNEY,TX,75070-5542,(469) 302-6400,(469) 302-6401,mhovan@mckinneyisd.net,,MOLLY HOVAN   ,'KG-05,481,Active,34182.0,2015-03-14T05:35:03,38,USCGeocoder,16,1,4.01,,7cb26d87-e73d-46cb-b19d-1e056a1bcfa0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6071.22612679,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1918036903,-96.7069160406,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907111,SLAUGHTER EL,REGULAR INSTRUCTIONAL,,2706 WOLFORD ST,MCKINNEY,TX,75070-4811,2706 WOLFORD ST,MCKINNEY,TX,75070-4811,(469) 302-6100,(469) 302-6101,ndefelice@mckinneyisd.net,,NICK DEFELICE   ,'KG-05,650,Active,34700.0,2015-03-14T05:35:03,39,USCGeocoder,31,1,4.01,,ddee3501-4ffb-4a65-8576-90462c492ef3,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3396.82785986,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2011974235,-96.6481854554,Relaxed
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907112,REUBEN JOHNSON EL,REGULAR INSTRUCTIONAL,,3400 ASH LN,MCKINNEY,TX,75070-3211,3400 ASH LN,MCKINNEY,TX,75070-3211,(469) 302-6500,(469) 302-6501,swoodard@mckinneyisd.net,,SUZANNE WOODARD   ,'KG-05,583,Active,35247.0,2015-03-14T05:35:03,40,USCGeocoder,31,1,4.01,,9129bad2-3591-437c-b310-9e91d2d69e4f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10443.8899938,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1666288887,-96.6853076021,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907113,C T EDDINS EL,REGULAR INSTRUCTIONAL,,311 PEREGRINE DR,MCKINNEY,TX,75070.0,311 PEREGRINE DR,MCKINNEY,TX,75070.0,(469) 302-6600,(469) 302-6601,shavard@mckinneyisd.net,,SHARON HAVARD   ,'KG-05,469,Active,35796.0,2015-03-14T05:35:03,41,USCGeocoder,16,1,4.01,,edc26969-2fe7-4cdc-b399-17e07fb3d44a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1860.00877884,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2006244582,-96.7295267923,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907115,ROY LEE WALKER EL,REGULAR INSTRUCTIONAL,,4000 COCKRILL DR,MCKINNEY,TX,75070.0,4000 COCKRILL DR,MCKINNEY,TX,75070.0,(469) 302-4600,(469) 302-4601,dsanchez@mckinneyisd.net,,DEBORAH SANCHEZ   ,'KG-05,572,Active, ,2015-03-14T05:35:03,42,USCGeocoder,63,1,4.01,,d0e59941-109c-4256-93c7-8f60251c759a,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2212.88883203,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1769610742,-96.6735351599,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907116,EARL & LOTTIE WOLFORD EL,REGULAR INSTRUCTIONAL,,6951 BERKSHIRE RD,MCKINNEY,TX,75070.0,6951 BERKSHIRE RD,MCKINNEY,TX,75070.0,(469) 302-4700,(469) 302-4701,fgratt@mckinneyisd.net,,FRANCINE GRATT   ,'KG-05,568,Active, ,2015-03-14T05:35:03,43,USCGeocoder,31,1,4.01,,0a98b809-8b2b-4495-923c-eed31def5288,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5829.33690648,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1781348165,-96.7078084455,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907117,ARTHUR H MCNEIL EL,REGULAR INSTRUCTIONAL,,3650 HARDIN BLVD,MCKINNEY,TX,75070-3211,3650 HARDIN BLVD,MCKINNEY,TX,75070.0,(469) 302-5200,(469) 302-5201,tmeador@mckinneyisd.net,,TRACY MEADOR   ,'KG-05,445,Active, ,2015-03-14T05:35:03,44,USCGeocoder,63,1,4.01,,0d743d26-ee20-4e0f-b9a1-f6aabeaeb2bb,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2615.68295987,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1618142513,-96.6632719487,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907118,ALBERT & IOLA LEE DAVIS MALVERN EL,REGULAR INSTRUCTIONAL,,1100 ELDORADO PKWY,MCKINNEY,TX,75069-3211,1100 ELDORADO PKWY,MCKINNEY,TX,75069-3211,(469) 302-5300,(469) 302-5301,aepperson@mckinneyisd.net,,RHONDA GILLIAM   ,'KG-05,540,Active, ,2015-03-14T05:35:03,45,USCGeocoder,47,1,4.01,,20262127-e65c-4918-8765-8e5c527b0f32,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.180089,-96.632999,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907119,JOSE DE JESUS AND MARIA LUISA VEGA EL,REGULAR INSTRUCTIONAL,,2511 CATTLEMAN DR,MCKINNEY,TX,75070.0,2511 CATTLEMAN DR,MCKINNEY,TX,75070.0,(469) 302-5100,(469) 302-5101,mforsyth@mckinneyisd.net,,MICHAEL FORSYTH   ,'KG-05,591,Active,36984.0,2015-03-14T05:35:03,46,USCGeocoder,31,1,4.01,,9e051ac0-3c7a-4578-bf40-2edf37d4e560,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5733.58190644,LinearInterpolationAddressRange,StreetSegment,96.0059171598,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.2257972562,-96.6468175799,Relaxed
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907120,DEAN AND MILDRED BENNETT EL,REGULAR INSTRUCTIONAL,,7760 CORONADO DR,MCKINNEY,TX,75070-3211,7760 CORONADO DR,MCKINNEY,TX,75070-3211,(469) 302-5400,(469) 302-5401,aholderman@mckinneyisd.net,,AMY HOLDERMAN   ,'KG-05,491,Active,37181.0,2015-03-14T05:35:03,47,USCGeocoder,16,1,4.01,,90e026ce-a945-4685-8d49-c94fd2a86577,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,13802.4225049,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.1845801557,-96.7165100201,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907121,GARY AND BOBBYE JACK MINSHEW EL,REGULAR INSTRUCTIONAL,,300 JOPLIN DR,MCKINNEY,TX,75071.0,300 JOPLIN DR,MCKINNEY,TX,75071.0,(469) 302-7300,(469) 302-7301,aconley@mckinneyisd.net,,AL CONLEY   ,'KG-05,656,Active,38134.0,2015-03-14T05:35:03,48,USCGeocoder,78,1,4.01,,7b2749e6-a93a-44e0-8d2f-2d8c081f38af,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.20135,-96.691171,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907122,J B WILMETH EL,REGULAR INSTRUCTIONAL,,901 LACIMA DR,MCKINNEY,TX,75071-3211,901 LACIMA DR,MCKINNEY,TX,75071-3211,(469) 302-7400,(469) 302-7401,jbragg@mckinneyisd.net,,JUDY BRAGG   ,'KG-05,635,Active,38603.0,2015-03-14T05:35:03,49,USCGeocoder,63,1,4.01,,049830c9-804f-494a-bc80-fa71593a315d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.212463,-96.717714,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907123,JESSE MCGOWEN EL,REGULAR INSTRUCTIONAL,,4300 COLUMBUS DR,MCKINNEY,TX,75070.0,4300 COLUMBUS DR,MCKINNEY,TX,75070.0,(469) 302-7500,(469) 302-7501,jlittle@mckinneyisd.net,,JENNIFER LITTLE   ,'KG-05,674,Active,39304.0,2015-03-14T05:35:03,50,USCGeocoder,47,1,4.01,,096b1a73-c82d-4741-a746-e29d22348954,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.155248,-96.673962,Exact
'043,COLLIN COUNTY,'10,'043907,MCKINNEY ISD,INDEPENDENT,#1 DUVALL ST,MCKINNEY,TX,75069-3211,#1 DUVALL ST,MCKINNEY,TX,75069-3211,(469) 302-4000,(469) 302-4071,rmcdaniel@mckinneyisd.net,www.mckinneyisd.net,DR RICK MCDANIEL   ,24811,'043907124,NAOMI PRESS EL,REGULAR INSTRUCTIONAL,,4101 SHAWNEE DR,MCKINNEY,TX,75070.0,4101 SHAWNEE DR,MCKINNEY,TX,75070.0,(469) 302-7600,(469) 302-7601,phanks@mckinneyisd.net,,PAIGE HANKS   ,'KG-05,495,Active,39304.0,2015-03-14T05:35:03,51,USCGeocoder,31,1,4.01,,8610f0d2-2b3e-4f63-9ea2-aead948ab287,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,33.241272,-96.622935,Exact
