CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_SebasAHerrera_output_08_sh,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908104,HITCHCOCK HEADSTART,REGULAR INSTRUCTIONAL,,5701 F M 2004,HITCHCOCK,TX,77563-1603,5701 F M 2004,HITCHCOCK,TX,77563-1603,(409) 316-6541,(409) 986-8063,egaines@hitchcockisd.org,www.hitchcockisd.org,ETHEL GAINES   ,'EE-PK,220,Active,1997-07-01,2015-03-14T05:35:10,25,USCGeocoder,63,1,4.01,,74258b1f-305e-4264-8a5f-d1f3d0f16560,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4774.52275144,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3637653627,-95.0305006227,Exact
'084,GALVESTON COUNTY,'04,'084908,HITCHCOCK ISD,INDEPENDENT,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,7801 NEVILLE AVENUE BUILDING B,HITCHCOCK,TX,77563-1796,(409) 316-6545 ext:1501,(409) 986-5141,lleuschen@hitchcockisd.org,www.hitchcockisd.org,CARLA VICKROY   ,1637,'084908106,HITCHCOCK PRI,REGULAR INSTRUCTIONAL,,5901 FM 2004,HITCHCOCK,TX,77563,5901 FM 2004,HITCHCOCK,TX,77563,(409) 316-6467,(409) 986-3168,pfaour@hitchcocisd.org,www.hitchcockisd.org,MR PATRICK FAOUR   ,'PK-03,591,Active,2010-06-21,2015-03-14T05:35:10,26,USCGeocoder,63,1,4.01,,b24732f4-2c39-42c1-9b85-4d797d2e337e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3810.89104627,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3601851886,-95.0304395852,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909001,SANTA FE H S,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,16000 HWY 6,SANTA FE,TX,77517-9184,(409) 927-3106,(409) 925-2773,webmaster@sfisd.org,www.sfisd.org,COLLEEN DALE   ,'09-12,1477,Active, ,2015-03-14T05:35:10,27,USCGeocoder,47,1,4.01,,74a7b770-1375-433a-92c7-8a3ee8bc7ea3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.393358,-95.127808,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909002,GALVESTON CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,13304 HWY 6,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-3526,,,    ,'05-12,-1,Active,1996-08-01,2015-03-14T05:35:10,28,USCGeocoder,47,1,4.01,,b6f0d6a6-b8a7-477b-a3e9-d5dfdb8c49ef,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.3802107,-95.087892,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909003,COASTAL ALTERNATIVE PROGRAM,DAEP INSTRUCTIONAL,,13302 HWY 6,SANTA FE,TX,77510,13302 HWY 6,SANTA FE,TX,77510,(409) 925-9700,(409) 925-4002,webmaster@sfisd.org,,    ,'06-12,-1,Active,2010-08-23,2015-03-14T05:35:10,29,USCGeocoder,31,1,4.01,,f025f959-3ed8-4690-b953-4241ab6280e2,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.3782743,-95.1046744,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909041,SANTA FE J H,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,4132 WARPATH AVE,SANTA FE,TX,77510-9185,(409) 925-9304,(409) 927-4106,webmaster@sfisd.org,www.sfisd.org,MRS RACHELL BLUNDELL   ,'06-08,1076,Active, ,2015-03-14T05:35:10,30,USCGeocoder,47,1,4.01,,9089588c-5ea9-40b4-a4ba-eac0f421ede3,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.38178,-95.107421,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909103,ROY J WOLLAM EL,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,3400 AVE S,SANTA FE,TX,77510-9014,(409) 925-3404,(409) 925-4276,webmaster@sfisd.org,www.sfisd.org,MRS DONNA CARLSON   ,'EE-02,1141,Active, ,2015-03-14T05:35:10,31,USCGeocoder,31,1,4.01,,109a82ef-8753-4c95-bd1e-09e155184bf6,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.394059,-95.105796,Exact
'084,GALVESTON COUNTY,'04,'084909,SANTA FE ISD,INDEPENDENT,P O BOX 370,SANTA FE,TX,77510-0370,4133 WARPATH,SANTA FE,TX,77510-0370,(409) 925-3526,(409) 925-4002,webmaster@sfisd.org,www.sfisd.org,DR ELIZABETH L WALL   ,4659,'084909104,DAN J KUBACAK EL,REGULAR INSTRUCTIONAL,,P O BOX 370,SANTA FE,TX,77510-0370,4131 WARPATH,SANTA FE,TX,77510-0370,(409) 925-9604,(409) 927-8262,webmaster@sfisd.org,www.sfisd.org,DESTINI MARTIN   ,'03-05,957,Active,1999-05-30,2015-03-14T05:35:10,32,USCGeocoder,31,1,4.01,,d7bdc6bc-8f7d-4e01-981e-f16cfe15ff01,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4624.31689901,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3843631678,-95.1064615732,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910001,CLEAR CREEK H S,REGULAR INSTRUCTIONAL,,2305 E MAIN ST,LEAGUE CITY,TX,77573-2798,2305 E MAIN ST,LEAGUE CITY,TX,77573-2798,(281) 284-1700,(281) 284-1705,information@ccisd.net,www.ccisd.net,MR JAMEY MAJEWSKI   ,'09-12,2287,Active, ,2015-03-14T05:35:10,33,USCGeocoder,47,1,4.01,,d17bc4ae-6519-4ca1-b1e0-b8f88e048e61,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3010.92378493,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5227212366,-95.0764013739,Exact
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910002,CLEAR LAKE H S,REGULAR INSTRUCTIONAL,,2929 BAY AREA BLVD,HOUSTON,TX,77058-1099,2929 BAY AREA BLVD,HOUSTON,TX,77058-1099,(281) 284-1900,(281) 286-3359,information@ccisd.net,www.ccisd.net,DR KAREN ENGLE   ,'09-12,2437,Active, ,2015-03-14T05:35:10,34,USCGeocoder,16,1,4.01,,664d3ed5-1dc3-4580-9364-711fd828280a,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,166724.512349,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5820826161,-95.1071505423,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910003,CLEAR BROOK H S,REGULAR INSTRUCTIONAL,,4607 FM 2351,FRIENDSWOOD,TX,77546-2823,4607 FM 2351,FRIENDSWOOD,TX,77546-2823,(281) 284-2100,(281) 284-2105,information@ccisd.net,www.ccisd.net,MRS MICHELE STALEY   ,'09-12,2335,Active,1987-07-16,2015-03-14T05:35:10,35,USCGeocoder,31,1,4.01,,19536b51-b3f4-475c-b1f9-fd9f5435ab05,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,143282.966724,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5480052844,-95.1871289811,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910004,CLEAR VIEW H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,400 S WALNUT,WEBSTER,TX,77598,400 S WALNUT,WEBSTER,TX,77598,(281) 284-1500,(281) 284-1505,information@ccisd.net,www.ccisd.net,MR MICHAEL HOUSTON   ,'09-12,206,Active,1987-08-05,2015-03-14T05:35:10,36,USCGeocoder,16,1,4.01,,c61099da-bc39-4c71-a0ef-2871214dadb8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,94417.070642,ArealInterpolationGeometricCentroid,Parcel,93.0769230769,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5312383735,-95.1204941621,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910005,GALVESTON CO JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 799,LEAGUE CITY,TX,77574-0799,6101 ATTWATER,DICKINSON,TX,77539,(409) 770-5920,(409) 770-5920,information@ccisd.net,,GREG WATSON   ,'06-12,-1,Active,1998-07-01,2015-03-14T05:35:10,37,USCGeocoder,31,1,4.01,,013f9594-6492-4640-ac29-478aac905808,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.427352,-94.97972,Exact
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910006,HARRIS CO JJAEP,JJAEP INSTRUCTIONAL,,P O BOX 799,LEAGUE CITY,TX,77574-0799,2525 MURWORTH,HOUSTON,TX,77054,(713) 669-0799,(713) 755-5885,information@ccisd.net,,    ,'06-12,-1,Active,1998-07-01,2015-03-14T05:35:10,38,USCGeocoder,0,1,4.01,,9754d69b-9d45-4e98-9111-53c27ae17750,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5485.26137672,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.6847088833,-95.4184294886,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910008,CLEAR PATH ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,400 S KANSAS,LEAGUE CITY,TX,77573,400 S KANSAS,LEAGUE CITY,TX,77573,(281) 284-1600,(281) 284-1605,information@ccisd.net,www.ccisd.net,MR SANDRA DAVENPORT   ,'06-12,62,Active,1998-07-01,2015-03-14T05:35:10,39,USCGeocoder,0,1,4.01,,8f92c1ad-9f6b-4554-8d34-32305d755e19,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8351.29818785,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5098146058,-95.0862193008,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910009,CLEAR SPRINGS H S,REGULAR INSTRUCTIONAL,,501 PALAMINO LN,LEAGUE CITY,TX,77573,501 PALAMINO LN,LEAGUE CITY,TX,77573,(281) 284-1300,(281) 284-1306,information@ccisd.net,www.ccisd.net,GAIL LOVE   ,'09-12,2463,Active,2007-06-27,2015-03-14T05:35:10,40,USCGeocoder,31,1,4.01,,95a53d13-979b-41ad-9ea8-50dbdcc8fc31,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,196446.844293,ArealInterpolationGeometricCentroid,Parcel,89.1568047337,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5010925517,-95.1434516973,Relaxed;Soundex
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910010,CLEAR HORIZONS EARLY COLLEGE H S,REGULAR INSTRUCTIONAL,CAMPUS CHARTER,13735 BEAMER RD BOX 613,HOUSTON,TX,77089-6099,13735 BEAMER RD BOX 613,HOUSTON,TX,77089-6099,(281) 929-4657,(281) 284-9960,information@ccisd.net,www.ccisd.net,DR BRETT LEMLEY   ,'09-12,436,Active,2007-09-26,2015-03-14T05:35:10,41,USCGeocoder,16,1,4.01,,20f462e7-18fe-4f22-bfae-dafd6d883b4f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,415533.929219,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5813484792,-95.2029084451,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910011,CLEAR FALLS H S,REGULAR INSTRUCTIONAL,,4380 VILLAGE WAY,LEAGUE CITY,TX,77573,4380 VILLAGE WAY,LEAGUE CITY,TX,77573,(281) 284-1100,(281) 284-1105,information@ccisd.net,www.ccisd.net,PAUL HOUSE   ,'09-12,2439,Active,2010-08-03,2015-03-14T05:35:10,42,USCGeocoder,47,1,4.01,,81afcc05-d9d9-4b9a-9200-9e8e229da50c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual ,,,0,29.509488,-95.02342,Exact
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910012,COASTAL ALTERNATIVE PROGRAM,DAEP INSTRUCTIONAL,,P O BOX 799,LEAGUE CITY,TX,77574-0799,300 14TH AVE N,TEXAS CITY,TX,77590, , ,kbarlow@ccisd.net,,    ,'06-12,0,Active,2010-08-23,2015-03-14T05:35:10,43,USCGeocoder,63,1,4.01,,1d42400c-37d2-4bd0-9be8-0181f2c73837,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3274.22434256,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.3983591822,-94.8980901161,Exact
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910042,SEABROOK INT,REGULAR INSTRUCTIONAL,,2401 E MEYER RD,SEABROOK,TX,77586-2999,2401 E MEYER RD,SEABROOK,TX,77586-2999,(281) 284-3100,(281) 284-3105,information@ccisd.net,www.ccisd.net,MR DAVID WILLIAMS   ,'06-08,1017,Active, ,2015-03-14T05:35:10,44,USCGeocoder,31,1,4.01,,40c54257-be44-4e31-8bac-5fefb799266d,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,74161.1358256,ArealInterpolationGeometricCentroid,Parcel,94.2603550296,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.5725349704,-95.0175991174,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910043,CLEAR LAKE INT,REGULAR INSTRUCTIONAL,,15545 EL CAMINO REAL,HOUSTON,TX,77062-4034,15545 EL CAMINO REAL,HOUSTON,TX,77062-4034,(281) 284-3200,(281) 284-3205,information@ccisd.net,www.ccisd.net,MR MICHAEL ALVAREZ   ,'06-08,1001,Active, ,2015-03-14T05:35:10,45,USCGeocoder,16,1,4.01,,9e5159c0-6e10-4225-b377-23b452e6fd76,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2150.4832476,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5684643643,-95.132946405,Exact
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910044,SPACE CENTER INT,REGULAR INSTRUCTIONAL,,17400 SATURN LN,HOUSTON,TX,77058,17400 SATURN LN,HOUSTON,TX,77058,(281) 284-3300,(281) 284-3305,information@ccisd.net,www.ccisd.net,LONNIE LEAL   ,'06-08,1052,Active,1992-09-01,2015-03-14T05:35:10,46,USCGeocoder,0,1,4.01,,f010e4c0-3e30-46b4-abd0-8dd2cfe396d0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7299.39311665,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5529730463,-95.0963369866,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910045,LEAGUE CITY INT,REGULAR INSTRUCTIONAL,,2588 WEBSTER ST,LEAGUE CITY,TX,77573,2588 WEBSTER,LEAGUE CITY,TX,77573,(281) 284-3400,(281) 284-3405,information@ccisd.net,www.ccisd.net,MR KIMBERLY BROULLIARD   ,'06-08,1020,Active, ,2015-03-14T05:35:10,47,USCGeocoder,31,1,4.01,,b632365c-312a-4046-b117-0e53f156a057,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,84077.369411,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.510130028,-95.0625497367,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910046,CREEKSIDE INT,REGULAR INSTRUCTIONAL,,4320 W MAIN ST,LEAGUE CITY,TX,77573-1742,4320 W MAIN ST,LEAGUE CITY,TX,77573-1742,(281) 284-3500,(281) 284-3505,information@ccisd.net,www.ccisd.net,PETER CATERINA   ,'06-08,867,Active,1992-09-01,2015-03-14T05:35:10,48,USCGeocoder,16,1,4.01,,87a728ea-86c9-413e-b4f1-918ee0818452,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,72486.86426,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.4966940027,-95.1413934955,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910047,BROOKSIDE INT,REGULAR INSTRUCTIONAL,,3535 E FM 528,FRIENDSWOOD,TX,77546-9999,3535 E FM 528,FRIENDSWOOD,TX,77546-9999,(281) 284-3600,(281) 284-3605,information@ccisd.net,www.ccisd.net,MS DEANNA DAWS   ,'06-08,802,Active,1995-01-01,2015-03-14T05:35:10,49,USCGeocoder,31,1,4.01,,710a8a11-3325-459d-aab0-55328ed22306,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9382.48420737,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5217243847,-95.166728311,Relaxed
'084,GALVESTON COUNTY,'04,'084910,CLEAR CREEK ISD,INDEPENDENT,P O BOX 799,LEAGUE CITY,TX,77574-0799,2425 E MAIN ST,LEAGUE CITY,TX,77573-2799,(281) 284-0000,(281) 284-0005,information@ccisd.net,www.ccisd.net,DR GREGORY SMITH   ,40812,'084910048,VICTORY LAKES INT,REGULAR INSTRUCTIONAL,,2880 W WALKER,LEAGUE CITY,TX,77573,2880 W WALKER,LEAGUE CITY,TX,77573,(281) 284-3700,(281) 284-3705,information@ccisd.net,www.ccisd.net,MR ADAM DOUGLAS   ,'06-08,991,Active,2002-03-05,2015-03-14T05:35:10,50,USCGeocoder,47,1,4.01,,eceab65c-0781-479f-b89d-b6ca307436cd,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,120546.711883,ArealInterpolationGeometricCentroid,Parcel,92.4852071006,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,29.4737591986,-95.0889072415,Relaxed
