CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Phillip_Tracy_output_15_pt,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903001,RIVERCREST H S,REGULAR INSTRUCTIONAL,,4126 US HWY 271 S,BOGATA,TX,75417-0253,4126 US HWY 271,BOGATA,TX,75417-9999,(903) 632-5205 ext:1000,(903) 632-5231,ralsup@rivercrestisd.net,rivercrestisd.net,RONNY ALSUP   ,'09-12,205,Active, ,2015-03-14T05:35:23,26,USCGeocoder,78,1,4.01,,1c534ad8-a1f3-4763-a636-8b8e4a8510a0,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.411813,-95.162333,Exact
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903102,RIVERCREST J H,REGULAR INSTRUCTIONAL,,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:2000,(903) 632-4691,lwilson@rivercrestisd.net,rivercrestisd.net,MR LEE WILSON   ,'06-08,163,Active, ,2015-03-14T05:35:23,27,USCGeocoder,78,1,4.01,,1a15c449-f8be-418e-9541-1822cbb6d436,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.411114,-95.161925,Exact
'194,RED RIVER COUNTY,'08,'194903,RIVERCREST ISD,INDEPENDENT,4100 US HWY 271 S,BOGATA,TX,75417,4100 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:4000,(903) 632-4691,teasley@rivercrestisd.net,www.rivercrestisd.net,STANLEY JESSEE   ,677,'194903103,RIVERCREST EL,REGULAR INSTRUCTIONAL,,4220 US HWY 271 S,BOGATA,TX,75417,4220 US HWY 271 S,BOGATA,TX,75417,(903) 632-5205 ext:3000,(903) 632-2424,cgray@rivercrestisd.net,rivercrestisd.net,CARRIE GRAY   ,'EE-05,309,Active,2001-06-25,2015-03-14T05:35:23,28,USCGeocoder,94,1,4.01,,1c281a37-1a24-451e-bf73-a922cabdc15a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.409789,-95.160509,Exact
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904002,CLARKSVILLE H S,REGULAR INSTRUCTIONAL,,1500 W MAIN,CLARKSVILLE,TX,75426-1016,201 S DONOHO ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:500 ,(903) 427-5116,jjohnson@clarksvilleisd.org,www.clarksvilleisd.net,JAMES JOHNSON   ,'09-12,166,Active, ,2015-03-14T05:35:23,29,USCGeocoder,63,1,4.01,,c2aafd42-271b-4748-b1d1-c95bbd23642c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.609205,-95.056675,Exact
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904042,CLARKSVILLE MIDDLE,REGULAR INSTRUCTIONAL,,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,204 S DONOHO,CLARKSVILLE,TX,75426,(903) 427-3891 ext:570 ,(903) 427-4118,jjohnson@clarksvilleisd.org,www.clarksvilleisd.net,JAMES JOHNSON   ,'06-08,127,Active, ,2015-03-14T05:35:23,30,USCGeocoder,47,1,4.01,,cbabeb6a-3174-46b7-8d50-5d7ef65a4e9c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.609044,-95.056761,Exact
'194,RED RIVER COUNTY,'08,'194904,CLARKSVILLE ISD,INDEPENDENT,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:701 ,(903) 427-5071,pbryant@clarksvilleisd.org,www.clarksvilleisd.net,PAMELA JO BRYANT   ,613,'194904103,CHEATHAM EL,REGULAR INSTRUCTIONAL,,1500 W MAIN ST,CLARKSVILLE,TX,75426-1016,1106 CLARENCE NIX JR DR,CLARKSVILLE,TX,75426-1016,(903) 427-3891 ext:300 ,(903) 427-1747,mwhitehouse@clarksvilleisd.org,www.clarksvilleisd.net,MS MARIANNE WHITEHOUSE   ,'EE-05,320,Active, ,2015-03-14T05:35:23,31,USCGeocoder,31,1,4.01,,d16ea78a-c7b6-45cc-b5cc-6cdf2231db48,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.609562,-95.05762,Exact
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905001,DETROIT H S,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 410 N,DETROIT,TX,75436-9506,(903) 674-2646,(903) 674-2206,,,AARON M BRIDGES   ,'09-12,135,Active, ,2015-03-14T05:35:23,32,USCGeocoder,16,1,4.01,,dee928f8-07c9-4ef1-80ac-f1740dd9a477,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.669693,-95.268355,Exact
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905041,DETROIT J H,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 410 N,DETROIT,TX,75436-9506,(903) 674-2646 ext:2   ,(903) 674-2206,,,AARON M BRIDGES   ,'06-08,121,Active,1994-07-01,2015-03-14T05:35:23,33,USCGeocoder,16,1,4.01,,bf0cbaa1-ed77-407d-9e5b-e8f2b27d5e4b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.669693,-95.268355,Exact
'194,RED RIVER COUNTY,'08,'194905,DETROIT ISD,INDEPENDENT,110 E GARNER AVE,DETROIT,TX,75436-9798,110 E GARNER AVE,DETROIT,TX,75436-9798,(903) 674-6131,(903) 674-2478,bhowie@detroiteagles.net,detroiteagles.net,BRIAN HOWIE   ,536,'194905101,DETROIT EL,REGULAR INSTRUCTIONAL,,110 E GARNER,DETROIT,TX,75436-9506,HWY 82,DETROIT,TX,75436-9506,(903) 674-3137,(903) 674-2407,,,MRS ELLA DUREN   ,'EE-05,280,Active, ,2015-03-14T05:35:23,34,USCGeocoder,31,1,4.01,,2f6f3b8f-a7f9-4ae3-96b5-a731877cf404,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,33.661961,-95.261446,Exact
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901001,PECOS H S,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1201 S PARK ST,PECOS,TX,79772-5717,(432) 447-7400,(432) 447-9055,pputman@pbtisd.esc18.net,pbtisd.esc18.net,MR PERRY PUTMAN   ,'09-12,606,Active, ,2015-03-14T05:35:23,35,USCGeocoder,16,1,4.01,,be4762d8-e925-4949-a1fc-c8eddcdffb38,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3265.47870676,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4136305533,-103.502878625,Exact
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901042,CROCKETT MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1801 MISSOURI ST,PECOS,TX,79772-5628,(432) 447-7461,(432) 447-4853,smartinez@pbtisd.esc18.net,pbtisd.esc18.net,MR SAM MARTINEZ   ,'06-08,548,Active, ,2015-03-14T05:35:23,36,USCGeocoder,47,1,4.01,,c52dfa23-bd07-4acc-a340-8842d528947b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2570.09430154,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4087257099,-103.507146603,Relaxed
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901101,PECOS KIND,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,300 W 10TH ST,PECOS,TX,79772-4939,(432) 447-7596,(432) 445-4203,sdominguez@pbtisd.esc18.net,pbtisd.esc18.net,MRS SUZANNE DOMINGUEZ   ,'EE-KG,303,Active, ,2015-03-14T05:35:23,37,USCGeocoder,78,1,4.01,,544f71a8-be3a-49bc-946e-52ffa0cd2ade,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2357.00470188,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4176385016,-103.495121342,Exact
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901106,AUSTIN EL,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,1501 NORMANDY,PECOS,TX,79772-6738,(432) 447-7541,(432) 447-4248,jworkman@pbtisd.esc18.net,pbtisd.esc18.net,MR JIM WORKMAN   ,'01-03,639,Active, ,2015-03-14T05:35:23,38,USCGeocoder,94,1,4.01,,459f6ae6-281f-4578-8013-8c46bcbad15d,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.407019,-103.505419,Exact
'195,REEVES COUNTY,'18,'195901,PECOS-BARSTOW-TOYAH ISD,INDEPENDENT,P O BOX 869,PECOS,TX,79772-0869,1302 S PARK ST,PECOS,TX,79772-5718,(432) 447-7201,(432) 447-3076,sroane@pbtisd.esc18.net,pbtisd.esc18.net,MR STETSON ROANE   ,2433,'195901109,HAYNES EL,REGULAR INSTRUCTIONAL,,P O BOX 869,PECOS,TX,79772-0869,800 E 11TH ST,PECOS,TX,79772-5237,(432) 447-7497,(432) 445-1612,omarsalgado@pbtisd.esc18.net,pbtisd.esc18.net,MR OMAR SALGADO   ,'04-05,337,Active, ,2015-03-14T05:35:23,39,USCGeocoder,94,1,4.01,,ecdb4646-817c-49d2-87df-081f028b5e9f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2531.9558852,LinearInterpolationAddressRange,StreetSegment,100,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.4206189789,-103.485092665,Exact
'195,REEVES COUNTY,'18,'195902,BALMORHEA ISD,INDEPENDENT,P O BOX 368,BALMORHEA,TX,79718-0368,1ST & EL PASO ST,BALMORHEA,TX,79718-0368,(432) 375-2223,(432) 375-2511,mespino@bisdbears.esc18.net,www.bisdbears.esc18.net,MR MANUEL G ESPINO   ,161,'195902001,BALMORHEA SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 368,BALMORHEA,TX,79718-0368,1ST & EL PASO ST,BALMORHEA,TX,79718-0368,(432) 375-2223,(432) 375-2511,teresita@bisdbears.esc18.net,bisdbears.esc18.net,TERI BARRAGAN   ,'EE-12,161,Active, ,2015-03-14T05:35:23,40,USCGeocoder,47,1,4.01,,46a86ddf-c693-4865-b489-a9827736c156,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.983606,-103.746882,Exact
'196,REFUGIO COUNTY,'03,'196901,AUSTWELL-TIVOLI ISD,INDEPENDENT,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3212,(361) 286-3637,a.aguirre@atisd.net,www.atisd.net/,DR ANTONIO AGUIRRE JR   ,163,'196901001,AUSTWELL-TIVOLI H S,REGULAR INSTRUCTIONAL,,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3582,(361) 286-3637,swmaldonado@atisd.net,atisd.net,MR STEPHEN MALDONADO   ,'07-12,78,Active, ,2015-03-14T05:35:23,41,USCGeocoder,78,1,4.01,,758818bc-afce-4023-b716-369a42c0b6c1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.456892,-96.891509,Exact
'196,REFUGIO COUNTY,'03,'196901,AUSTWELL-TIVOLI ISD,INDEPENDENT,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3212,(361) 286-3637,a.aguirre@atisd.net,www.atisd.net/,DR ANTONIO AGUIRRE JR   ,163,'196901102,AUSTWELL-TIVOLI EL,REGULAR INSTRUCTIONAL,,207 REDFISH ST,TIVOLI,TX,77990-4500,207 REDFISH ST,TIVOLI,TX,77990-4500,(361) 286-3151,(361) 286-3637,swmaldonado@atisd.net,atisd.net,MR STEPHEN MALDONADO   ,'KG-06,85,Active, ,2015-03-14T05:35:23,42,USCGeocoder,47,1,4.01,,ded30f6c-a8d2-49d7-8832-755546035fd9,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.456892,-96.891509,Exact
'196,REFUGIO COUNTY,'03,'196902,WOODSBORO ISD,INDEPENDENT,P O DRAWER 770,WOODSBORO,TX,78393-0770,408 S KASTEN,WOODSBORO,TX,78393-0770,(361) 543-4518,(361) 543-4856,jeff_dyer@wisd.net,www.wisd.net/,JEFF KENT DYER   ,528,'196902001,WOODSBORO H S,REGULAR INSTRUCTIONAL,,P O BOX 770,WOODSBORO,TX,78393-0770,508 KASTEN ST,WOODSBORO,TX,78393-0770,(361) 543-4521,(361) 543-5140,linda_garza@wisd.net,,MS LINDA GARZA   ,'07-12,231,Active, ,2015-03-14T05:35:23,43,USCGeocoder,94,1,4.01,,69ed3371-fb6d-40ad-8bac-6c1e9134e885,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.2375,-97.320138,Exact
'196,REFUGIO COUNTY,'03,'196902,WOODSBORO ISD,INDEPENDENT,P O DRAWER 770,WOODSBORO,TX,78393-0770,408 S KASTEN,WOODSBORO,TX,78393-0770,(361) 543-4518,(361) 543-4856,jeff_dyer@wisd.net,www.wisd.net/,JEFF KENT DYER   ,528,'196902102,WOODSBORO EL,REGULAR INSTRUCTIONAL,,P O BOX 770,WOODSBORO,TX,78393-0770,503 MYRTLE ST,WOODSBORO,TX,78393-0770,(361) 543-4518 ext:310 ,(361) 543-4856,leslie_garza@wisd.net,www.wisd.net,MRS LESLIE GARZA   ,'EE-06,297,Active, ,2015-03-14T05:35:23,44,USCGeocoder,125,1,4.01,,07f770e3-7cbb-4c43-8c43-376c346454f7,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.235137,-97.323099,Exact
'196,REFUGIO COUNTY,'03,'196903,REFUGIO ISD,INDEPENDENT,212 W VANCE ST,REFUGIO,TX,78377,212 W VANCE ST,REFUGIO,TX,78377,(361) 526-2325 ext:2001,(361) 526-2326,jack.gaskins@refugioisd.net,www.refugioisd.net/,MR JACK GASKINS   ,752,'196903001,REFUGIO H S,REGULAR INSTRUCTIONAL,,212 W VANCE ST,REFUGIO,TX,78377,212 W VANCE ST,REFUGIO,TX,78377-2530,(361) 526-2344 ext:3001,(361) 526-1075,lynette.markert@refugioisd.net,www.refugioisd.net,MRS MELISSA GONZALES   ,'09-12,203,Active, ,2015-03-14T05:35:23,45,USCGeocoder,63,1,4.01,,4c59f220-71f0-43ac-9788-fb28a95b02c7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4222.6196698,LinearInterpolationAddressRange,StreetSegment,95.8579881657,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.313806121,-97.2733615275,Relaxed
'196,REFUGIO COUNTY,'03,'196903,REFUGIO ISD,INDEPENDENT,212 W VANCE ST,REFUGIO,TX,78377,212 W VANCE ST,REFUGIO,TX,78377,(361) 526-2325 ext:2001,(361) 526-2326,jack.gaskins@refugioisd.net,www.refugioisd.net/,MR JACK GASKINS   ,752,'196903042,REFUGIO J H,REGULAR INSTRUCTIONAL,,212 W VANCE ST,REFUGIO,TX,78377,410 W VANCE ST,REFUGIO,TX,78377,(361) 526-2434 ext:4001,(361) 526-1054,araceli.rivera@refugioisd.net,www.refugioisd.net,MR ARIEL ALEMAN   ,'07-08,109,Active,2012-08-07,2015-03-14T05:35:23,46,USCGeocoder,31,1,4.01,,fef7564e-128e-48f4-b643-f036ea41a01f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2663.39258137,LinearInterpolationAddressRange,StreetSegment,96.9230769231,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,28.2333823144,-97.328100044,Relaxed
'196,REFUGIO COUNTY,'03,'196903,REFUGIO ISD,INDEPENDENT,212 W VANCE ST,REFUGIO,TX,78377,212 W VANCE ST,REFUGIO,TX,78377,(361) 526-2325 ext:2001,(361) 526-2326,jack.gaskins@refugioisd.net,www.refugioisd.net/,MR JACK GASKINS   ,752,'196903103,REFUGIO EL,REGULAR INSTRUCTIONAL,,212 W VANCE ST,REFUGIO,TX,78377,601 CROCKETT RD,REFUGIO,TX,78377-1816,(361) 526-4844 ext:5001,(361) 526-1063,valarie.everett@refugioisd.net,www.refugioisd.net,MRS TWYLA THOMAS   ,'EE-06,440,Active, ,2015-03-14T05:35:23,47,USCGeocoder,63,1,4.01,,a7a28c3c-c0b8-47a5-97d7-6aaea5a27d2c,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,28.315489,-97.281717,Exact
'197,ROBERTS COUNTY,'16,'197902,MIAMI ISD,INDEPENDENT,P O BOX 368,MIAMI,TX,79059-0368,100 WARRIOR LN,MIAMI,TX,79059-0368,(806) 868-3971,(806) 868-3171,donna.gill@region16.net,www.miamiisd.net,DONNA LESLIE GILL   ,209,'197902001,MIAMI SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 368,MIAMI,TX,79059-0368,100 WARRIOR LN,MIAMI,TX,79059-0368,(806) 868-3971,(806) 868-3171,donna.gill@region16.net,www.miamiisd.net,KELLY CARRELL   ,'EE-12,209,Active, ,2015-03-14T05:35:23,48,USCGeocoder,63,1,4.01,,71a895ca-cf07-47c4-b8c2-3874d79dcc27,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,35.6893,-100.638889,Exact
'198,ROBERTSON COUNTY,'06,'198901,BREMOND ISD,INDEPENDENT,601 W COLLINS,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629,(254) 746-7145 ext:1014,(254) 746-7726,rworkman@bremondisd.net,www.bremondisd.net,DARYL STUARD SR   ,446,'198901001,BREMOND H S,REGULAR INSTRUCTIONAL,,P O BOX 190,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629-0190,(254) 746-7145,(254) 746-7726,hschroeder@bremondisd.net,bremondisd.net,MR HAROLD SCHROEDER   ,'09-12,142,Active, ,2015-03-14T05:35:23,49,USCGeocoder,63,1,4.01,,92ff50ee-1dac-4da5-86d6-d6a64268fd67,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.170547,-96.681815,Exact
'198,ROBERTSON COUNTY,'06,'198901,BREMOND ISD,INDEPENDENT,601 W COLLINS,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629,(254) 746-7145 ext:1014,(254) 746-7726,rworkman@bremondisd.net,www.bremondisd.net,DARYL STUARD SR   ,446,'198901041,BREMOND MIDDLE,REGULAR INSTRUCTIONAL,,P O BOX 190,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629-0190,(254) 746-7145,(254) 746-7726,jburnett@bremondisd.net,bremondisd.net,MR JOHN BURNETT   ,'06-08,94,Active,1990-08-07,2015-03-14T05:35:23,50,USCGeocoder,47,1,4.01,,585285f9-8684-473d-b6bd-c0e39ccd433e,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.170547,-96.681815,Exact
'198,ROBERTSON COUNTY,'06,'198901,BREMOND ISD,INDEPENDENT,601 W COLLINS,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629,(254) 746-7145 ext:1014,(254) 746-7726,rworkman@bremondisd.net,www.bremondisd.net,DARYL STUARD SR   ,446,'198901101,BREMOND EL,REGULAR INSTRUCTIONAL,,P O BOX 190,BREMOND,TX,76629-0190,601 W COLLINS ST,BREMOND,TX,76629-0190,(254) 746-7145,(254) 746-7726,rgroholski@bremondisd.net,bremondisd.net,MR RONNIE GROHOLSKI   ,'PK-05,210,Active, ,2015-03-14T05:35:23,51,USCGeocoder,47,1,4.01,,8ca879fa-d591-4789-a971-a5bec682ab58,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,31.168857,-96.680914,Exact
'198,ROBERTSON COUNTY,'06,'198902,CALVERT ISD,INDEPENDENT,P O BOX 7,CALVERT,TX,77837-0007,310 HICKORY ST,CALVERT,TX,77837-0007,(979) 364-2824,(979) 364-2468,mmorgan@calvertisd.com,www.calvertisd.com,MR MAXIE MORGAN   ,169,'198902101,CALVERT SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 7,CALVERT,TX,77837-0007,310 HICKORY ST,CALVERT,TX,77837-0007,(979) 364-2824 ext:3001,(979) 364-2468,tkelly@calvertisd.com,www.calvertisd.com,MR TOM KELLY   ,'PK-12,169,Active, ,2015-03-14T05:35:23,52,USCGeocoder,63,1,4.01,,b35ba6cd-3922-49d9-b3d3-632ece0955f1,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,USPSZip,100,FeatureClassBased,ReturnAll,,Manual,,,0,30.986265,-96.667212,Exact
