CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_laurenflorence_output_05_lf,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905014,W W SAMUELL H S,REGULAR INSTRUCTIONAL,,8928 PALISADE DR,DALLAS,TX,75217-2099,8928 PALISADE DR,DALLAS,TX,75217-2099,(972) 892-5100,(972) 892-5101,juavega@dallasisd.org,www.dallasisd.org/Page/1542,JUAN MANUEL VEGA   ,'09-12,1637,Active, ,2015-03-14T05:35:05,25,USCGeocoder,47,1,4.01,,1f966e1e-a002-407c-a1dc-56e91994ec9d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8321.51906303,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7467571297,-96.6694293724,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905015,SEAGOVILLE H S,REGULAR INSTRUCTIONAL,,15920 SEAGOVILLE RD,DALLAS,TX,75253-5705,151920 SEAGOVILLE RD,DALLAS,TX,75253-5705,(972) 892-5900,(972) 892-5901,michaeljones@dallasisd.org,www.dallasisd.org/seagovillehs,MICHAEL DON JONES   ,'09-12,1289,Active, ,2015-03-14T05:35:05,26,USCGeocoder,156,1,4.01,,4e85c313-5575-421f-b053-9977f56ff60b,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.67761,-96.58373,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905016,SOUTH OAK CLIFF H S,REGULAR INSTRUCTIONAL,,3601 S MARSALIS AVE,DALLAS,TX,75216-5905,3601 S MARSALIS AVE,DALLAS,TX,75216-5905,(214) 932-7000,(214) 932-7001,SJOSEPH@dallasisd.org,www.dallasisd.org/soc,SHON T JOSEPH   ,'09-12,1319,Active, ,2015-03-14T05:35:05,27,USCGeocoder,31,1,4.01,,3a1574e9-6d60-4cf9-bb82-f5b761e15b4b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5207.36146736,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.700732923,-96.8147320371,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905017,H GRADY SPRUCE H S,REGULAR INSTRUCTIONAL,,9733 OLD SEAGOVILLE RD,DALLAS,TX,75217-7798,9733 OLD SEAGOVILLE RD,DALLAS,TX,75217-7798,(972) 892-5500,(972) 892-5501,IRAGUILAR@dallasisd.org,www.dallasisd.org/spruce,IRENE AGUILAR   ,'09-12,1494,Active, ,2015-03-14T05:35:05,28,USCGeocoder,47,1,4.01,,c79ef216-2999-46bd-81ff-c84a464c523e,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3627.20811456,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7087881751,-96.6544217606,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905018,SUNSET H S,REGULAR INSTRUCTIONAL,,2120 W JEFFERSON BLVD,DALLAS,TX,75208-5599,2120 W JEFFERSON BLVD,DALLAS,TX,75208-5599,(972) 502-1500,(972) 502-1501,LUZMARTINEZ@dallasisd.org,www.dallasisd.org/sunset,LUZ M MARTINEZ   ,'09-12,2078,Active, ,2015-03-14T05:35:05,29,USCGeocoder,16,1,4.01,,04482e79-d492-4d04-8770-5a10596345b2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2435.48188637,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7468310146,-96.8529906508,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905021,W T WHITE H S,REGULAR INSTRUCTIONAL,,4505 RIDGESIDE DR,DALLAS,TX,75244-7524,4505 RIDGESIDE DR,DALLAS,TX,75244-7524,(972) 502-6200,(972) 502-6201,michthompson@dallasisd.org,www.dallasisd.org/wtwhite,MICHELLE R THOMPSON   ,'09-12,2290,Active, ,2015-03-14T05:35:05,30,USCGeocoder,78,1,4.01,,08cc919c-0eee-43eb-a38b-2877eccba86b,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,9328.31346697,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.9155222033,-96.8315803936,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905022,WOODROW WILSON H S,REGULAR INSTRUCTIONAL,,100 S GLASGOW DR,DALLAS,TX,75214-4518,100 S GLASGOW DR,DALLAS,TX,75214-4518,(972) 502-4400,(972) 502-4401,KRichardson@dallasisd.org,www.dallasisd.org/woodrow,KYLE RICHARDSON   ,'09-12,1697,Active, ,2015-03-14T05:35:05,31,USCGeocoder,78,1,4.01,,54edbe53-dd5e-4fe5-af51-a57b99647944,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3189.78614593,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8052710531,-96.7510145149,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905023,DAVID W CARTER H S,REGULAR INSTRUCTIONAL,,1819 W WHEATLAND RD,DALLAS,TX,75232.0,1819 W WHEATLAND RD,DALLAS,TX,75232.0,(214) 932-5700,(214) 932-5701,FrDavis@dallasisd.org,www.dallasisd.org/carter,FRED DAVIS   ,'09-12,1040,Active, ,2015-03-14T05:35:05,32,USCGeocoder,47,1,4.01,,e6253f91-605f-43d1-8e01-89d7a3170074,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2454.99288085,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6477667798,-96.8471953301,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905024,NORTH DALLAS H S,REGULAR INSTRUCTIONAL,,3120 N HASKELL AVE,DALLAS,TX,75204-1510,3120 N HASKELL AVE,DALLAS,TX,75204-1510,(972) 925-1500,(972) 925-1501,DEscanilla@dallasisd.org,www.dallasisd.org/northdallas,DINNAH L ESCANILLA   ,'09-12,1212,Active, ,2015-03-14T05:35:05,33,USCGeocoder,47,1,4.01,,c875ec0d-1483-43b9-b69e-fa7e31aaeaa5,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2958.18078646,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8092957337,-96.7955809078,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905025,SKYLINE H S,REGULAR INSTRUCTIONAL,,7777 FORNEY RD,DALLAS,TX,75227-2599,7777 FORNEY RD,DALLAS,TX,75227-2599,(972) 502-3400,(972) 502-3401,harwright@dallasisd.org,www.dallasisd.org/skyline,HAROLD LYNN WRIGHT   ,'09-12,4790,Active, ,2015-03-14T05:35:05,34,USCGeocoder,16,1,4.01,,8bedb36d-6735-4344-a06f-644a8421ac79,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,14288.1737388,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7781868276,-96.687620864,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905026,SCHOOL OF SCIENCE AND ENGINEERING,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5960,(972) 925-5901,THUITT@dallasisd.org,www.dallasisd.org/semagnet,TIFFANY R HUITT   ,'09-12,395,Active,29504.0,2015-03-14T05:35:05,35,USCGeocoder,31,1,4.01,,979e81df-dfbb-4a1a-8438-1f40e49fc0f4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905028,EMMETT J CONRAD H S,REGULAR INSTRUCTIONAL,,7502 FAIR OAKS AVE,DALLAS,TX,75231.0,7502 FAIR OAKS AVE,DALLAS,TX,75231.0,(972) 502-2300,(972) 502-2301,DAVHAMILTON@dallasisd.org,www.dallasisd.org/conrad,DAVID WARD HAMILTON   ,'09-12,1121,Active,38936.0,2015-03-14T05:35:05,36,USCGeocoder,63,1,4.01,,424d1a4f-37b0-4105-bd3f-da016fb59067,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.87674,-96.751658,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905029,SCHOOL COMMUNITY GUIDANCE CENTER,DAEP INSTRUCTIONAL,,4949 VILLAGE FAIR,DALLAS,TX,75224.0,4949 VILLAGE FAIR,DALLAS,TX,75224.0,(972) 925-7000,(972) 376-5317,gdupree@dallasisd.org,www.dallasisd.org/scgc,GAIL D DUPREE   ,'09-12,119,Active,32024.0,2015-03-14T05:35:05,37,USCGeocoder,16,1,4.01,,7aa47ea4-17f2-4a9c-bdab-32e521583aca,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4881.9773388,LinearInterpolationAddressRange,StreetSegment,97.0414201183,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6896373234,-96.8281247232,Relaxed
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905030,MAYA ANGELOU H S,ALTERNATIVE INSTRUCTIONAL,,4528 RUSK AVE,DALLAS,TX,75204.0,4528 RUSK AVE,DALLAS,TX,75204.0,(972) 749-2263,(972) 749-2264,chumphrey@dallasisd.org,,CHERYL HUMPHREY   ,'05-12,37,Active, ,2015-03-14T05:35:05,38,USCGeocoder,63,1,4.01,,b3f6e9c7-acf2-4d56-9604-e6de2e813337,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3903.68412505,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8075402198,-96.7851282885,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905032,JAMES MADISON H S,REGULAR INSTRUCTIONAL,,3000 MARTIN LUTHER KING JR BLV,DALLAS,TX,75215-2499,3000 MARTIN LUTHER KING JR BLV,DALLAS,TX,75215-2499,(972) 925-2800,(972) 925-2801,GSMITH@dallasisd.org,www.dallasisd.org/madison,GAYLE L SMITH   ,'09-12,464,Active, ,2015-03-14T05:35:05,39,USCGeocoder,16,1,4.01,,6efc9012-3b04-4d1c-9f17-be6f4471c216,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3347.70219104,LinearInterpolationAddressRange,StreetSegment,96.6715976331,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7711203942,-96.7659759738,Relaxed;Soundex
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905033,SCHOOL OF BUSINESS AND MANAGEMENT,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5920,(972) 925-5901,MIBROUGHTON@dallasisd.org,,MICHELE G BROUGHTON   ,'09-12,505,Active, ,2015-03-14T05:35:05,40,USCGeocoder,78,1,4.01,,da58207a-0444-4836-badf-4385e83b0561,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905034,BOOKER T WASHINGTON SPVA MAGNET,REGULAR INSTRUCTIONAL,,2501 FLORA ST,DALLAS,TX,75201.0,3434 S R L THORNTON,DALLAS,TX,75224.0,(972) 925-1200,(972) 925-1201,SRUDES@dallasisd.org,,SCOTT M RUDES   ,'09-12,896,Active, ,2015-03-14T05:35:05,41,USCGeocoder,78,1,4.01,,14b726ad-af0b-43b8-83ad-5ca3993184bc,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.69241,-96.826754,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905035,IRMA LERMA RANGEL YOUNG WOMEN'S LEADERSHIP SCHOOL,REGULAR INSTRUCTIONAL,,1718 R B CULLUM BLVD,DALLAS,TX,75210.0,1718 R B CULLUM BLVD,DALLAS,TX,75210.0,(972) 749-5200,(972) 749-5201,vtaylor@dallasisd.org,,VIVIAN TAYLOR   ,'09-12,270,Active,38272.0,2015-03-14T05:35:05,42,USCGeocoder,78,1,4.01,,55cc42ee-29f8-4b9e-acd7-0716aa6a6294,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,32.774105,-96.760509,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905036,SCHOOL OF HEALTH PROFESSIONS,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5930,(972) 925-5901,AGUILARIVLILLANUEVA@dallasisd.org,www.dallasisd.org/healthmagnet,JOEL AGUILAR VILLANUEVA   ,'09-12,551,Active, ,2015-03-14T05:35:05,43,USCGeocoder,47,1,4.01,,e60beb9a-d480-4f7f-a822-57b9b00233b2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905037,ROSIE SORRELLS EDUCATION AND SOCIAL SERVICES H S,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5940,(972) 925-6004,shelbrown@dallasisd.org,www.dallasisd.org/essm,SHEILA SAMONE BROWN   ,'09-12,315,Active, ,2015-03-14T05:35:05,44,USCGeocoder,63,1,4.01,,2b66b489-1764-48a2-806b-c2b9b452d19c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905038,JUDGE BAREFOOT SANDERS LAW MAGNET,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5920,(972) 925-5901,apalagonia@dallasisd.org,www.dallasisd.org/lawmagnet,ANTHONY LOUIS PALAGONIA   ,'09-12,393,Active, ,2015-03-14T05:35:05,45,USCGeocoder,47,1,4.01,,5eda1058-cd2b-4940-beee-eac8bafb45c2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905039,SCHOOL FOR THE TALENTED AND GIFTED,REGULAR INSTRUCTIONAL,,1201 E EIGHTH ST,DALLAS,TX,75203-2545,1201 E EIGHTH ST,DALLAS,TX,75203-2545,(972) 925-5970,(972) 925-5901,bmackey@dallasisd.org,www.dallasisd.org/tagmagnet,BENJAMIN JAMES MACKEY   ,'09-12,252,Active,30354.0,2015-03-14T05:35:05,46,USCGeocoder,31,1,4.01,,f715054c-7e76-4579-94f0-ba037153a6d8,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1706.3879496,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7513063239,-96.8068599085,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905042,WILLIAM HAWLEY ATWELL LAW ACADEMY,REGULAR INSTRUCTIONAL,,1303 REYNOLDSTON LN,DALLAS,TX,75232-2409,1303 REYNOLDSTON LN,DALLAS,TX,75232-2409,(972) 794-6400,(972) 794-6401,sdeboskie@dallasisd.org,www.dallasisd.org/atwellacademy,SELENA F DEBOSKIE   ,'06-08,834,Active, ,2015-03-14T05:35:05,47,USCGeocoder,63,1,4.01,,b72bbd33-816a-418c-9c88-16de1c3f0964,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2445.18878258,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.6768106531,-96.8431942742,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905043,T W BROWNE MIDDLE,REGULAR INSTRUCTIONAL,,3333 SPRAGUE DR,DALLAS,TX,75233-3123,3333 SPRAGUE DR,DALLAS,TX,75233-3123,(972) 502-2500,(972) 502-2501,jonsmith@dallasisd.org,www.dallasisd.org/browne,JONATHAN CALVIN SMITH   ,'06-08,908,Active, ,2015-03-14T05:35:05,48,USCGeocoder,16,1,4.01,,c1683eae-b537-48f7-968c-a78000420ff4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7280.58504446,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.695655933,-96.8754061625,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905044,EDWARD H CARY MIDDLE,REGULAR INSTRUCTIONAL,,3978 KILLION DR,DALLAS,TX,75229-6124,3978 KILLION DR,DALLAS,TX,75229-6124,(972) 502-7600,(972) 502-7601,shvaughan@dallasisd.org,www.dallasisd.org/cary,SHELLY D VAUGHAN   ,'06-08,587,Active, ,2015-03-14T05:35:05,49,USCGeocoder,78,1,4.01,,d7e40bc6-e5fd-4af8-818f-37059abb3ca2,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2346.28688528,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.8834152817,-96.85001846,Exact
'057,DALLAS COUNTY,'10,'057905,DALLAS ISD,INDEPENDENT,3700 ROSS AVE,DALLAS,TX,75204-5491,3700 ROSS AVE,DALLAS,TX,75204-5491,(972) 925-3700, ,arodriguez@dallasisd.org,www.dallasisd.org,MIKE MILES   ,160253,'057905045,E B COMSTOCK MIDDLE,REGULAR INSTRUCTIONAL,,7044 HODDE ST,DALLAS,TX,75217-4830,7044 HODDE ST,DALLAS,TX,75217-4830,(972) 794-1300,(972) 794-1301,wjohnson009@dallasisd.org,www.dallasisd.org/comstock,WILLIE F JOHNSON   ,'06-08,952,Active, ,2015-03-14T05:35:05,50,USCGeocoder,31,1,4.01,,b2a9b02e-dc4b-4517-8279-db07bdd86a20,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2501.80561107,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,32.7222508092,-96.7027545605,Exact
