CountyNumber,CountyName,RegionNumber,DistrictNumber,DistrictName,DistrictType,DistrictStreetAddress,DistrictCity,DistrictState,DistrictZip,DistrictSiteStreetAddress,DistrictSiteCity,DistrictSiteState,DistrictSiteZip,DistrictPhone,DistrictFax,DistrictEmailAddress,DistrictWebPageAddress,DistrictSuperintendent,DistrictEnrollmentasofOct2014,SchoolNumber,SchoolName,InstructionType,CharterType,SchoolStreetAddress,SchoolCity,SchoolState,SchoolZip,SchoolSiteStreetAddress,SchoolSiteCity,SchoolSiteState,SchoolSiteZip,SchoolPhone,SchoolFax,SchoolEmailAddress,SchoolWebPageAddress,SchoolPrincipal,GradeRange,SchoolEnrollmentasofOct2014,SchoolStatus,SchoolStatusDate,UpdateDate,AUTO_UNIQUE_ID_2015-03-23_Manzhi_output_17_mw,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622002,LONE STAR H S EAST CENTRAL,REGULAR INSTRUCTIONAL,,116 BURLESON RD,MART,TX,76664.0,116 BURLESON RD,MART,TX,76664.0,(254) 297-5716,(254) 297-5720,Shirley.Garcia@tjjd.texas.gov,,MS SHIRLEY GARCIA   ,'05-12,53,Active,39669.0,2015-03-14T05:35:00,25,USCGeocoder,0,1,4.01,,d261669c-c12c-4b1a-a439-3858f4ed7510,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1406.6930824,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.5440564585,-96.8416008034,Relaxed
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622004,LONE STAR H S SOUTH,REGULAR INSTRUCTIONAL,,3801 E MONTE CRISTO RD,EDINBURG,TX,78541-8901,3801 E MONTE CRISTO RD,EDINBURG,TX,78541-8901,(956) 289-5562,(956) 289-5578,Andre.Jenerson@tjjd.texas.gov,,ANDRE JENERSON   ,'05-12,131,Active,39669.0,2015-03-14T05:35:00,26,USCGeocoder,31,1,4.01,,e9869159-76f8-4fae-b16e-b3ee9e88971c,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,15785.7084912,LinearInterpolationAddressRange,StreetSegment,89.5911780527,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,26.3324393196,-98.1230482544,Relaxed;Soundex
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622005,LONE STAR H S NORTH,REGULAR INSTRUCTIONAL,,1379 FM 678,GAINESVILLE,TX,76240-9398,1379 FM 678,GAINESVILLE,TX,76240-9398,(940) 665-0701 ext:144 ,(940) 665-9416,Vikki.Reasor@tjjd.texas.gov,,MS VIKKI REASOR   ,'05-12,246,Active,39669.0,2015-03-14T05:35:00,27,USCGeocoder,47,1,4.01,,0afbbdf3-4abc-4cef-8ac4-636a3ff05281,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2051.07426213,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,33.6242979496,-97.1320087487,Exact
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622006,GIDDINGS STATE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 600,GIDDINGS,TX,78942.0,2261 JAMES TURMAN RD,GIDDINGS,TX,78942.0,(979) 542-4522,(979) 542-7816,Dennis.Smith@tjjd.texas.gov,,MR DENNIS SMITH   ,'05-12,207,Active,39669.0,2015-03-14T05:35:00,28,USCGeocoder,47,1,4.01,,be643421-fbeb-4137-81e7-250a96922342,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.171287,-96.89957,Exact
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622008,LONE STAR H S CENTRAL,REGULAR INSTRUCTIONAL,,116 BURLESON RD,MART,TX,76664.0,116 BURLESON RD,MART,TX,76664.0,(254) 297-5716,(254) 297-5720,Shirley.Garcia@tjjd.texas.gov,,MS SHIRLEY GARCIA   ,'05-12,201,Active,39669.0,2015-03-14T05:35:00,29,USCGeocoder,16,1,4.01,,a1a03165-7e1b-480c-948f-4abf0715a8cc,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1406.6930824,LinearInterpolationAddressRange,StreetSegment,92.0118343195,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,31.5440564585,-96.8416008034,Relaxed
'227,TRAVIS COUNTY,'13,'227622,TEXAS JUVENILE JUSTICE DEPARTMENT,TJJD,P O BOX 12757,AUSTIN,TX,78711-2757,11209 METRIC BLVD,AUSTIN,TX,78758.0,(512) 490-7130,(512) 490-7717,amy.lopez@tjjd.texas.gov,www.tjjd.texas.gov,MS AMY LOPEZ   ,1024,'227622009,LONE STAR H S WEST,REGULAR INSTRUCTIONAL,,P O BOX 1267,BROWNWOOD,TX,76804.0,600 FM 8254,BROWNWOOD,TX,76801.0,(325) 641-4244,(325) 643-4659,david.sammons@tjjd.texas.gov,,MR DAVID SAMMONS   ,'05-12,186,Active,39669.0,2015-03-14T05:35:00,30,USCGeocoder,63,1,4.01,,9c3d5cbb-26ac-4d77-a980-2b38542e830a,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Unknown,,,0,,,Exact
'227,TRAVIS COUNTY,'13,'227803,WAYSIDE SCHOOLS,CHARTER,6405 S IH 35,AUSTIN,TX,78744.0,6405 S IH 35,AUSTIN,TX,78744.0,(512) 220-9183,(512) 383-0665,info@waysideschools.org,www.waysideschools.org,MATTHEW ABBOTT   ,1368,'227803001,SCI-TECH PREPARATORY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6405 S IH 35,AUSTIN,TX,78744.0,6405 S IH 35,AUSTIN,TX,78744.0,(512) 220-9120,(512) 383-0665,info@sci-techprep.org,www.sci-techprep.org,MARY BRINKMAN   ,'06-12,252,Active,39995.0,2015-03-14T05:35:00,31,USCGeocoder,47,1,4.01,,049be463-d77f-4bce-918a-0e79cf8aed7f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.191717,-97.766853,Exact
'227,TRAVIS COUNTY,'13,'227803,WAYSIDE SCHOOLS,CHARTER,6405 S IH 35,AUSTIN,TX,78744.0,6405 S IH 35,AUSTIN,TX,78744.0,(512) 220-9183,(512) 383-0665,info@waysideschools.org,www.waysideschools.org,MATTHEW ABBOTT   ,1368,'227803101,EDEN PARK ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6215 MANCHACA RD BLDG D,AUSTIN,TX,78745.0,6215 MANCHACA RD BLDG D,AUSTIN,TX,78745.0,(512) 383-0613,(512) 383-0665,info@edenparkacademy.org,www.edenparkacademy.org,JOHNNIE SMITH   ,'EE-06,439,Active,34424.0,2015-03-14T05:35:00,32,USCGeocoder,0,1,4.01,,a2d67364-1666-4ae8-8506-0128f3f37768,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,19979.3639747,ArealInterpolationGeometricCentroid,Parcel,98.9940828402,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.2093225688,-97.8031322143,Relaxed
'227,TRAVIS COUNTY,'13,'227803,WAYSIDE SCHOOLS,CHARTER,6405 S IH 35,AUSTIN,TX,78744.0,6405 S IH 35,AUSTIN,TX,78744.0,(512) 220-9183,(512) 383-0665,info@waysideschools.org,www.waysideschools.org,MATTHEW ABBOTT   ,1368,'227803102,REAL LEARNING ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6405 S IH 35,AUSTIN,TX,78744.0,6405 S IH 35,AUSTIN,TX,78744.0,(512) 438-7325,(512) 383-0665,info@reallearningacademy.org,www.reallearningacademy.org,MICHELE STAHL   ,'PK-05,677,Active,39658.0,2015-03-14T05:35:00,33,USCGeocoder,47,1,4.01,,7a547359-1c8b-4989-b5ba-bf7c6099eae5,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.191444,-97.766945,Exact
'227,TRAVIS COUNTY,'13,'227804,NYOS CHARTER SCHOOL,CHARTER,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,(512) 583-6967,(512) 583-6973,kzimmermann@nyos.org,www.nyos.org,KATHLEEN ZIMMERMANN   ,922,'227804101,NYOS CHARTER SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,(512) 583-6967,(512) 583-6973,cwilson@nyos.org,www.nyos.org,MR CURTIS WILSON   ,'04-12,597,Active,34424.0,2015-03-14T05:35:00,34,USCGeocoder,16,1,4.01,,7fa80926-6b1a-49a2-9128-cfd37daddf63,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,5435.39439237,ArealInterpolationGeometricCentroid,Parcel,95.8579881657,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.401839819,-97.6779134853,Relaxed
'227,TRAVIS COUNTY,'13,'227804,NYOS CHARTER SCHOOL,CHARTER,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,12301 N LAMAR BLVD,AUSTIN,TX,78753-6507,(512) 583-6967,(512) 583-6973,kzimmermann@nyos.org,www.nyos.org,KATHLEEN ZIMMERMANN   ,922,'227804102,NYOS - MAGNOLIA MCCULLOUGH CAMPUS,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,1605 KRAMER LN,AUSTIN,TX,78758.0,1605 KRAMER LN,AUSTIN,TX,78758.0,(512) 275-1593,(512) 287-5258,tberkenhoff@nyos.org,www.nyos.org,TERRY BERKENHOFF   ,'PK-03,325,Active,35673.0,2015-03-14T05:35:00,35,USCGeocoder,94,1,4.01,,f2de453a-e7ae-4afc-a717-05e5bfe1b3d4,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4244.46160649,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3849609029,-97.7027944734,Exact
'227,TRAVIS COUNTY,'13,'227805,TEXAS EMPOWERMENT ACADEMY,CHARTER,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,(512) 494-1076,(512) 494-1009,txempowac@hotmail.com,,DAVID W NOWLIN   ,271,'227805041,TEXAS EMPOWERMENT ACADEMY,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,(512) 494-1076,(512) 494-0199,dwnow@hotmail.com,,DAVID NOWLIN   ,'05-12,108,Active,34422.0,2015-03-14T05:35:00,36,USCGeocoder,16,1,4.01,,6ecba6a3-dc9d-4dec-9f91-8d013c3a7e56,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6392.59483128,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.273187313,-97.6722027794,Exact
'227,TRAVIS COUNTY,'13,'227805,TEXAS EMPOWERMENT ACADEMY,CHARTER,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,3613 BLUESTEIN DR,AUSTIN,TX,78721.0,(512) 494-1076,(512) 494-1009,txempowac@hotmail.com,,DAVID W NOWLIN   ,271,'227805101,TEXAS EMPOWERMENT ACADEMY EL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,6414 N HAMPTON,AUSTIN,TX,78723.0,6414 N HAMPTON,AUSTIN,TX,78723.0,(512) 494-1076,(512) 494-1009,txempowac@hotmail.com,,DAVID W NOWLIN   ,'KG-05,163,Active,38582.0,2015-03-14T05:35:00,37,USCGeocoder,31,1,4.01,,faffeeb9-8868-4591-bd56-357a7b17d9a3,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,24721.2179809,ArealInterpolationGeometricCentroid,Parcel,89.9408284024,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3149651789,-97.6820360729,Relaxed
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806005,SETTLEMENT HOME,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,1600 PAYTON GIN RD,AUSTIN,TX,78758.0,1600 PAYTON GIN RD,AUSTIN,TX,78758.0,(512) 695-6596,(512) 232-9177,mtoliver@austin.utexas.edu,www.ut-ucs.org,MAYOLA TOLIVER   ,'06-12,34,Active,35003.0,2015-03-14T05:35:00,38,USCGeocoder,16,1,4.01,,bb519aac-da01-4a04-b281-ed04ef5ff20f,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,39458.0139153,ArealInterpolationGeometricCentroid,Parcel,100.0,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.3654835462,-97.7130957403,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806009,PATHFINDER CAMP,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,20800 FM 150 W,DRIFTWOOD,TX,78619-0040,20800 FM 150 W,DRIFTWOOD,TX,78619-0040,(512) 496-7955,(512) 232-9177,melissaruffin@austin.utexas.edu,www.ut-ucs.org,CHRISTEE JACKSON   ,'KG-12,18,Active,35003.0,2015-03-14T05:35:00,39,USCGeocoder,78,1,4.01,,bc46ac6b-7122-4868-b0eb-b1acb6885019,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.1502,-98.0608,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806015,GEORGE M KOZMETSKY SCHOOL,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,8701 N MOPAC STE 350,AUSTIN,TX,78759.0,8701 N MOPAC STE 350,AUSTIN,TX,78759.0,(512) 484-7632,(512) 232-9177,christee.jackson@austin.utexas.edu,www.ut-ucs.org,CHRISTEE JACKSON   ,'KG-12,56,Active,35494.0,2015-03-14T05:35:00,40,USCGeocoder,78,1,4.01,,eda1d85c-e130-4aa9-9306-87c561399480,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.37481,-97.738647,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806017,ANNUNCIATION MATERNITY HOME,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,3610 SHELL RD,GEORGETWON,TX,78628-7667,3610 SHELL RD,GEORGETOWN,TX,78628.0,(512) 751-4534,(512) 232-9177,hengleman@austin.utexas.edu,www.ut-ucs.org,HOLLY ENGLEMAN   ,'06-12,11,Active,35494.0,2015-03-14T05:35:00,41,USCGeocoder,78,1,4.01,,e014f9c9-2671-4db9-b900-4aa3786d5162,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,6471.37041377,ArealInterpolationGeometricCentroid,Parcel,99.4082840237,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,30.7138205359,-97.6726051365,Relaxed
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806023,PATHWAYS 3H CAMPUS,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,110 YOUTH RANCE CIR,MOUNTAIN HOME,TX,78058.0,110 YOUTH RANCH CIR,MOUNTAIN HOME,TX,78058.0,(512) 560-8232,(512) 232-9177,sarnold@austin.utexas.edu,www.ut-ucs.org,SALLY ARNOLD   ,'06-12,23,Active,35983.0,2015-03-14T05:35:00,42,USCGeocoder,78,1,4.01,,1ecf18e1-5d39-4c42-ab35-62aaac9888fb,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.374808,-97.73869,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806024,TNC CAMPUS (TEXAS NEUROREHABILITATION CENTER),ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,1106 W DITTMAR RD,AUSTIN,TX,78745.0,1106 W DITTMAR RD,AUSTIN,TX,78745.0,(512) 633-0795 ext:263 ,(512) 462-6665,dgoodman@austin.utexas.edu,www.ut-ucs.org,MS DOTTIE GOODMAN   ,'KG-12,72,Active,35983.0,2015-03-14T05:35:00,43,USCGeocoder,47,1,4.01,,c299239f-9e0a-4270-ada7-cb795ed57e67,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3996.9969264,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.1857226981,-97.8077234959,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806025,METHODIST CHILDREN'S HOME,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,1111 HERRING AVE,WACO,TX,76708.0,1111 HERRING AVE,WACO,TX,76708.0,(254) 644-9111,(254) 750-1307,ccunningham1@austin.utexas.edu,www.ut-ucs.org,CRISTY CUNNINGHAM   ,'07-12,117,Active,36340.0,2015-03-14T05:35:00,44,USCGeocoder,63,1,4.01,,2556798c-dec0-4b8d-af4e-b94ec81fdf7e,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,16279.0025409,ArealInterpolationGeometricCentroid,Parcel,98.4023668639,FeatureClassBased,ReturnAll,,ExactParcelCentroidPoint,,,0,31.5699156395,-97.1552081533,Relaxed
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806029,DEPELCHIN-RICHMOND,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,710 S 7TH ST,RICHMOND,TX,77469.0,710 S 7TH ST,RICHMOND,TX,77469.0,(832) 529-0279,(713) 558-3968,eresch@austin.utexas.edu,www.ut-ucs.org,ERIN RESCH   ,'KG-08,16,Active,37076.0,2015-03-14T05:35:00,45,USCGeocoder,16,1,4.01,,242ae5cc-405e-49d5-8b52-dd516ced8e8f,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1988.82954819,LinearInterpolationAddressRange,StreetSegment,97.9289940828,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,29.5775436732,-95.7622052453,Relaxed
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806030,LAUREL RIDGE,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,17720 CORPORATE WOODS DR,SAN ANTONIO,TX,78259.0,17720 CORPORATE WOODS DR,SAN ANTONIO,TX,78259.0,(512) 560-8132,(210) 491-3552,sarnold@austin.utexas.edu,www.ut-ucs.org,MS SALLY ARNOLD   ,'KG-12,20,Active,37076.0,2015-03-14T05:35:00,46,USCGeocoder,47,1,4.01,,9c9f18ba-1fac-4e99-b031-0ef511c6bf86,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,29.603221,-98.438198,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806031,TOM GREEN EL,REGULAR INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,2122 GREEN MEADOWS,BUDA,TX,78610.0,2122 GREEN MEADOWS,BUDA,TX,78610-3565,(512) 633-0795,(512) 232-9177,dgoodman@austin.utexas.edu,www.ut-ucs.org,DOTTIE GOODMAN   ,'04-09,22,Active,37764.0,2015-03-14T05:35:00,47,USCGeocoder,47,1,4.01,,5f1a316f-d873-49c0-a5f3-b58b6c37138f,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,,ArealInterpolationGeometricCentroid,USPSZip,100.0,FeatureClassBased,ReturnAll,,Manual,,,0,30.0631129,-97.820644,Exact
'227,TRAVIS COUNTY,'13,'227806,UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,CHARTER,2200 E 6TH ST,AUSTIN,TX,78702-7667,2200 E 6TH ST,AUSTIN,TX,78702-7667,(512) 471-4864,(512) 232-9177,m.m.chavez@austin.utexas.edu,www.ut-ucs.org,DR MELISSA M CHAVEZ   ,439,'227806032,HELPING HAND,ALTERNATIVE INSTRUCTIONAL,COLLEGE/UNIVERSITY CHARTER,3804 AVE B,AUSTIN,TX,78751.0,3804 AVE B,AUSTIN,TX,78751.0,(512) 751-4534,(512) 232-9177,hengleman@austin.utexas.edu,www.ut-ucs.org,MS HOLLY ENGLEMAN   ,'KG-07,20,Active,38230.0,2015-03-14T05:35:00,48,USCGeocoder,47,1,4.01,,cb84bb62-b4ae-45e1-9b88-6eff46363409,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2199.51524368,LinearInterpolationAddressRange,StreetSegment,100.0,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,0,30.3022775415,-97.7361495313,Exact
